"Journal of Psychiatric Research","39"
"Psychological Review","38"
"American Journal of Drug and Alcohol Abuse","38"
"Children and Youth Services Review","38"
"Glycobiology","38"
"Archivos De Neurobiologia","38"
"Psychometrika","38"
"Journal of Experimental Child Psychology","37"
"Neuropsychology","37"
"Neuropsychiatry Neuropsychology and Behavioral Neurology","37"
"Journal of Experimental Psychology Animal Behavior Processes","37"
"Journal of Geriatric Psychiatry and Neurology","37"
"Journal of the Experimental Analysis of Behavior","37"
"Contemporary Family Therapy","36"
"New Ideas in Psychology","36"
"Research in Developmental Disabilities","36"
"Journal of Abnormal Child Psychology","36"
"Quarterly Journal of Experimental Psychology Section A Human Experimental Psychology","36"
"Psychological Research","35"
"Early Childhood Research Quarterly","35"
"Journal of Homosexuality","35"
"Schweizer Archiv Fur Neurologie Und Psychiatrie","35"
"Dth","35"
"International Journal of Early Childhood","34"
