"Neurologia Psichiatria Scienze Umane","53"
"Journal of Substance Abuse Treatment","53"
"TW Neurologie Psychiatrie","52"
"Consciousness and Cognition","52"
"Psychotherapy and Psychosomatics","52"
"Work and Stress","52"
"American Journal of Medical Genetics Seminars in Medical Genetics","51"
"Ppmp Psychotherapie Psychosomatik Medizinische Psychologie","51"
"Neuroscience and Biobehavioral Reviews","51"
"Journal of Educational Psychology","51"
"Journal of Child Psychology and Psychiatry","50"
"Journal of Geriatric Psychiatry and Neurology","50"
"Journal of Autism and Developmental Disorders","50"
"Occupational Medicine","49"
"Journal of Behavior Therapy and Experimental Psychiatry","49"
"Journal of the American Psychoanalytic Association","49"
"Journal of Child Psychology and Psychiatry and Allied Disciplines","48"
"Shinrigaku Kenkyu the Japanese Journal of Psychology","48"
"Biological Psychology","48"
"Elt Journal","47"
"Acta Psychologica","47"
"Infant Behavior and Development","47"
"Journal of the International Neuropsychological Society JINS","47"
"Neuropsychiatry Neuropsychology and Behavioral Neurology","46"
"Journal of Abnormal Child Psychology","46"
"Journal of Psychiatric Research","46"
"Journal of Experimental Child Psychology","46"
"Computers in Human Behavior","45"
"Behavior Therapy","45"
"Arts in Psychotherapy","45"
"Journal of Psychoactive Drugs","44"
"Psychological Research","44"
"Psychotherapeut","44"
"Irish Journal of Psychological Medicine","44"
"Psyche","43"
"Journal of Adolescence","43"
"Journal of Comparative Psychology","43"
"Journal of Youth and Adolescence","43"
"Journal of Personality Assessment","43"
"Current Anaesthesia and Critical Care","43"
"Journal of Anxiety Disorders","43"
"Psychonomic Bulletin Review","42"
"International Journal of Psychophysiology","42"
"International Journal of Aging and Human Development","42"
"Journal of Family Psychology","42"
"Industrial Law Journal","42"
"Clinical Psychology Review","41"
"Cognitive Therapy and Research","41"
"Speech Communication","41"
"Research Quarterly for Exercise and Sport","41"
"Praxis Der Kinderpsychologie Und Kinderpsychiatrie","41"
"American Journal of Drug and Alcohol Abuse","41"
"Bulletin of the Menninger Clinic","41"
"Cognition","40"
"Journal of Developmental and Behavioral Pediatrics","40"
"Journal of Vocational Behavior","40"
"Law and Human Behavior","40"
"Journal of Criminal Justice","40"
"American Journal of Psychotherapy","40"
"Evaluation and Program Planning","39"
"Archives of Sexual Behavior","39"
"Hormones and Behavior","39"
"American Journal of Community Psychology","39"
"Memory and Cognition","39"
"Death Studies","37"
"Journal of Economic Psychology","37"
"Journal of Applied Behavior Analysis","37"
"Children and Youth Services Review","37"
