"International Journal of Geriatric Psychopharmacology","46"
"Psychology Public Policy and Law","46"
"Behavior Therapy","46"
"Ceskoslovenska Psychologie","46"
"Psychiatry Research Neuroimaging","46"
"Journal of Psychoactive Drugs","46"
"Praxis Der Kinderpsychologie Und Kinderpsychiatrie","46"
"Aging and Mental Health","46"
"American Journal of Drug and Alcohol Abuse","46"
"Consciousness and Cognition","45"
"European Journal of Pain","45"
"Journal of Organizational Behavior","45"
"Journal of the Experimental Analysis of Behavior","45"
"Journal of Counseling and Development","45"
"Psychotherapy and Psychosomatics","45"
"Cyberpsychology and Behavior","45"
"Psychology of Women Quarterly","44"
"Archives of Clinical Neuropsychology","44"
"Annals of Behavioral Medicine","44"
"Journal of Homosexuality","44"
"Social Behavior and Personality","44"
"Development and Psychopathology","44"
