|horoscope|pub_date|zodiac
58|You may be determined to discover the truth about something you believe others have been covering up, but don’t start reading fanciful stuff into situations that are really quite normal. You may have suspicions, but keep them to yourself.|01-29-2014|pisces
59|If you need to ask a favor of someone in a position of authority now is the time. Cosmic activity in the career area of your chart makes it easy for you to approach employers and other important people. Flatter them shamelessly.|01-30-2014|pisces
60|Something will seize your imagination today and before you know it you will be moving in a new direction. Does what you are doing have any practical or financial value? Who cares! It’s about enjoyment, not what you own or earn.|01-31-2014|pisces
61|The questions you are asking yourself now may be the same questions you were asking yourself yesterday and the day before that but you will get completely different answers. How do you know what is true and what is false? Trust your instincts.|02-01-2014|pisces
62|If you were planning something spectacular for the next few days it might pay you to think again, especially if there is money involved. The planets indicate there is no need to rush things – you are making good progress already.|02-03-2014|pisces
63|You may find it hard to believe what you hear today but don’t reject it out of hand because it may be true. Reserve judgment until later in the week when there are more facts available – though, of course, “facts” can be flexible too.|02-04-2014|pisces
64|Two weeks from now, when the Sun moves into one of the more positive areas of your chart, you will get the chance to do your own thing. Until then, though, you have to accept that others are still calling the shots. Stay calm. |02-05-2014|pisces
65|Do you go out and have fun or do you stay in and get some work done? If you are smart – and you are, you are – you will sacrifice short-term enjoyment for long-term peace of mind. In other words: get that work finished.|02-06-2014|pisces
66|Do you carry on with a difficult task or do you end it and focus on something a bit easier? Only you can decide but it does seem a bit of a waste to give up on it so soon. What happened to that Taurus staying power?|02-07-2014|pisces
67|Someone will tell you something you find hard to take seriously this weekend, but don’t dismiss it out of hand. If you dig a bit deeper you may find there is a nugget of truth in what they are saying, so try not to be too skeptical.|02-08-2014|pisces
68|Don’t be afraid to admit that you are out of your depth. The moment you speak up you will have friends and family members rushing to assist you, so why suffer in silence? You’ve helped others so often in the past – now let them help you.|02-10-2014|pisces
69|Whatever your ambitions may be right now, they will change dramatically over the next few weeks. Whatever happens you must believe that you are more than just a cog in the machine. You have the poise and the power to make a difference. |02-11-2014|pisces
70|You don’t find it easy to let others make decisions for you but today and tomorrow you are advised to put yourself in other people’s hands and let them call the shots. The planets indicate you won’t lose a thing. You may even win.|02-12-2014|pisces
71|If you say one thing but do another you leave yourself open to charges of hypocrisy. You don’t need to cut corners or bend the truth: you have so much going for you that you will still come out ahead of the game however you play it.|02-13-2014|pisces
72|You like to aim high and get on in the world but sometimes you wonder if it’s worth the effort. Only you can decide but now is not a good time to make decisions concerning either your career or your family. Think about it another day.|02-14-2014|pisces
73|There is a solution to every problem and although the problem that confronts you this weekend may seem daunting if you stay calm and stick to the facts you will find a way to overcome it. The trick is to use your head, not lose it.|02-15-2014|pisces
74|People in authority seem to favor you and because of that you can get away with most things but as from tomorrow they will expect you to become more of a team player. Can you do that? Of course you can – it’s in your interests.|02-17-2014|pisces
75|As the Sun moves into in the area of your chart that governs your hopes and wishes, your dreams and aspirations, you cannot help but raise your sights and aim for something better in life. Be ready to make serious changes – and sacrifices.|02-18-2014|pisces
76|You would be wise to keep your cash in your pocket today, because if you make one wrong move you may have to make several more to cover it up, and before you know what’s happening it will be costing you a fortune. Play safe. |02-19-2014|pisces
77|Aim to make new friends over the next 24 hours, especially with people whose interests are in some way out of the ordinary. It’s not true that Taurus is old-fashioned or has conservative tastes – in fact you can be a bit of a rebel.|02-20-2014|pisces
78|Patience and a sense of humor are a must today. Something is about to happen that not only takes you by surprise but makes your plans redundant, much to your annoyance. Something else you may need: a sense of perspective.|02-21-2014|pisces
79|There seem to be lots of hard luck stories about at the moment and you know that not a single one of them is true. You may be kind and generous by nature but anyone who asks for help this weekend may be out of luck.|02-22-2014|pisces
80|A particular group of people may seem completely different to you but you have more in common with them than you realize. What happens this week will awaken you to the fact that you should be working, and laughing, together more often.|02-23-2014|pisces
81|The line between fantasy and reality sometimes gets a bit blurred and there is a danger you could accidentally cross that line and do something foolish today. If you do make a mistake make sure you learn the lesson it has for you.|02-24-2014|pisces
82|You need to find ways to further your ambitions while not appearing too pushy or too selfish. This may be a time of great uncertainty but it is also a time of great opportunity. Stay calm, stay focused and, above all, stay the course.|02-25-2014|pisces
83|You seem to be hesitating and putting off something you know you will enjoy. Why is that? Whatever the reason you need to get started on it some time soon. Don’t worry that there may be an element of risk involved – that’s part of the fun.|02-26-2014|pisces
84|According to the planets you could make some serious money, but first you need to get serious about your ambitions. Most of all you need to commit yourself to an objective that may take years to reach. Give it some thought.|02-27-2014|pisces
85|Keep telling yourself that you have what it takes. Keep telling yourself that you will succeed. If you say it enough you will start to believe it and when that happens all sorts of doors will suddenly open to you. It’s all about your mind.|02-28-2014|pisces
86|Focus your mind on what it is you want to accomplish in life, because with a new moon and the power of Jupiter to help you there is every chance your dream will soon be a reality – even more so if you team up with like-minded people.|03-01-2014|pisces
87|You can influence people on the work front with ease this week, simply by being yourself. As Venus, your ruler, moves into the career area of your chart you will find it ridiculously easy to charm your way to success. So do it.|03-02-2014|pisces
88|If you take a risk over the next 24 hours it will more than likely pay off, maybe in a big way. Remember: no matter how powerful or how strong your rivals may be you have what they do not – staying power and a total lack of fear.|03-03-2014|pisces
89|You may be tempted to give up on something that just won’t go the way you want it to go. Don’t. Later this week something will happen that makes you realize that your slow progress is just a temporary blip – a necessary one too.|03-04-2014|pisces
90|Now is the time to prove yourself. Now is the time to show the world what you are capable of. With your ruler Venus moving into the career area of your chart today you will impress people of power with ease – IF you make the effort.|03-05-2014|pisces
91|You know what you want and you know how and where to get it, so all you have to do now is reach out your hand and take it. Sounds easy doesn’t it? Well that’s because it is. There can be no more excuses – make things happen!|03-06-2014|pisces
92|You may be willing to change your plans to help someone out today but don’t let them, or anyone else, tell you that you are obliged to do so. Let them know this is a one-off situation. After today they must look out for themselves.|03-07-2014|pisces
93|What happens over the next 48 hours, no matter how unexpected or how unsettling, will work in your favor in the long-term, so don’t fight it. And don’t get upset with a friend just because they disagree with you about something. It’s allowed!|03-08-2014|pisces
94|You need to shut yourself off from the world and be alone with your thoughts for a while. Others may wonder why you are suddenly so anti-social but they will give you the time and the space that you need. They owe you.|03-09-2014|pisces
95|Speak your mind today. Let the world know what you think. If certain people don’t like it that’s just too bad – in fact it’s a good sign. Jupiter in the communications area of your chart indicates that your words will have the desired effect.|03-10-2014|pisces
96|Make sure you base partnerships, both personal and professional, on mutual respect, because if you try to take liberties with friends, loved ones or work colleagues today you could pay dearly for it around the time of the full moon on the 16th.|03-11-2014|pisces
97|What comes to light in an unexpected manner today will most likely improve your bargaining position. It will also remind you that you don’t have to do it all on your own, that you have friends you can count on in a crisis.|03-12-2014|pisces
98|It’s okay if you want to shut yourself off from the world and be alone with your thoughts for a while – it’s allowed. Others may think you are behaving strangely but only because they are insensitive. They don’t possess your imagination.|03-13-2014|pisces
99|Use your imagination today. This is a great time for trying new things and adopting new methods, especially on the work front where, if you show you are able to adapt quickly to changing circumstances, you could be up for a promotion.|03-14-2014|pisces
100|This could be a tense weekend as family and work colleagues seem less than friendly for no obvious reason. Don’t worry about it. Most likely it has nothing to do with you. Most likely it’s just the full moon getting them down. It will pass.|03-15-2014|pisces
101|You may be a bit impulsive over the next few days but that is not necessarily a bad thing. In fact it could be a good thing if it means your efforts get noticed by people in positions of authority. Show them what you are capable of.|03-16-2014|pisces
102|Your mind may be bubbling with great ideas but what are they worth if you don’t do anything with them? If you want to get serious, if you want to make a difference in the world, it will take more than just ideas – it will take commitment.|03-17-2014|pisces
103|Someone in a position of authority will ask you to do something extra for them today and if you are smart you will agree. You may not be in the mood to work harder but later you will look back and realize how much it benefited you.|03-18-2014|pisces
104|It will benefit you to keep your plans to yourself today. Whatever information you may have that others do not you should treat it like gold dust. The less others know about what you are up to the more you will benefit.|03-19-2014|pisces
105|Cosmic activity in the most sensitive area of your chart means you may tend to fear the worst over the next few days, but that is quite natural. How good or how bad you feel is really down to you alone. Promise yourself you’ll smile more.|03-20-2014|pisces
106|You may have to remind a certain individual that you do not exist merely to be there when they call. Today’s lunar eclipse of Saturn in your opposite sign will help you express negative feelings in a positive way – positive for you, at least.|03-21-2014|pisces
107|What happens over the next few days might just transform the way you look at the world. The simple fact is you have been taking too much for granted and have been too trusting of those in positions of power. Start asking questions.|03-22-2014|pisces
108|If a friend or relative needs lifting mentally don’t wait to be asked – jump right in and do what you can to cheer them up. Your optimistic attitude will bring a smile to their face and it won’t be long before they believe in themselves again. |03-23-2014|pisces
109|The omens are good for you now, so why do you still seem to think that something bad is about to happen? What you need to realize is that if you think like that you increase the chances that it will happen that way. Be positive.|03-24-2014|pisces
110|You certainly have plenty of energy at your disposal but are you using it wisely? The planets will enable you to push harder and get more things done today but give some thought to your health as well. Don’t go to extremes.|03-25-2014|pisces
111|Social activities will go well today, so make an effort to get out and about and meet new people. The more things you do with others the more you will enjoy yourself and the more of an effect your actions will have on the world.|03-26-2014|pisces
112|Do you get involved in a feud between friends or do you keep your distance? You know the answer already, so don’t be silly and stand between them and try to keep the peace. If you do, quite probably they will gang up on you.|03-27-2014|pisces
113|The planets will give you the confidence to step into the spotlight and let important people know what you are capable of. Don’t worry that they might think you are being too pushy because that’s just what they are looking for.|03-28-2014|pisces
114|What you think is a problem is not really a problem at all and what happens next will help you recognize that fact. What is also a fact is that, despite what the doomsayers might say, the sky is not about to fall, at least not on you.|03-29-2014|pisces
115|You may want to believe that everyone is as honest as you but, of course, it isn’t true. The planets warn you will need to be on your guard, especially when the Sun squares up to Jupiter on Tuesday. Don’t trust everything you hear. |03-30-2014|pisces
116|You may be more robust than many but some people are ridiculously sensitive and you would be wise to keep that fact in mind today. If you want to get things done you should make it a policy to say nice things only, for now.|03-31-2014|pisces
117|There is no point getting worked up over something you can’t do much about. Having said that, while you may not be able to change things on a social or political level you can change things on a personal level. Just be a better person.|04-01-2014|pisces
118|What others tell you may seem reasonable but if something does not ring true you would be wise to be cautious. Most likely you are wrong to be so suspicions but today’s cosmic set-up warns it’s not a good idea to take chances.|04-02-2014|pisces
119|The planets will make it easy for you to complete a task that needs to be got out of the way as soon as possible. If you focus all your energy in a single direction today there is no telling what you might accomplish.|04-03-2014|pisces
120|You may be tempted to hit back at someone who has been spreading gossip about you but is it worth it? If you say something rude in return they will see they have managed to get under your skin. Just ignore them – that will hurt more.|04-04-2014|pisces
121|Yours may not be the most flexible sign of the zodiac but like it or not you will have to bend with the breeze over the next 48 hours. Don’t try to resist forces that are too strong for you or they will blow you clean away.|04-05-2014|pisces
122|No matter what you are offered over the next seven days you must not do anything that goes against your principles. You won’t be happy with yourself if you discover later on that others have suffered as a result of your actions.|04-06-2014|pisces
123|Sometimes you can be a bit offhand in your attitude and the planets warn you need to be more respectful if you want to get ahead. In everything you say and do try to work out how other people are likely to take it.|04-07-2014|pisces
124|It may seem as if your time and energy has been wasted but that’s not true. In fact, by the end of the week you will realize that you have gained in unexpected ways. In the long-term no effort is truly wasted. You should know that by now.|04-08-2014|pisces
125|Make sure you keep track of where your money is coming from and, just as importantly, where it is going to, over the next few days. Most people are trustworthy, of course, but someone may conveniently “forget” what they owe you.|04-09-2014|pisces
126|This may not be an easy time of year for you but you can sense that the day will soon be here when your luck turns for the better. Maybe that day will come sooner if you act as if nothing could possibly go wrong.|04-10-2014|pisces
127|Why are you trying to swim against the tide when you know it’s a battle you are destined to lose? You may not agree with the way things are going but common sense says you have no choice but to go with it, for now.|04-11-2014|pisces
128|Don’t let your responsibilities weigh you down. You may have no option but to work hard and help other people but you don’t have to push yourself beyond your natural limits. Physically, emotionally and mentally you must be kind to yourself.|04-12-2014|pisces
129|What you choose to do over the next seven days will to a large extent determine what the next six months or so are going to be like. The most important thing now is that you tie up loose ends, both in your personal life and in your career.|04-13-2014|pisces
130|You may have your suspicions about someone but the planets warn this is probably not the right time to go public with them. Even if your suspicions are correct you should keep your thoughts to yourself, at least for the time being.|04-14-2014|pisces
131|Are you working more for other people than you are for yourself? If so then it’s time to get a grip on the situation. Let those who are taking advantage of your generous nature know that this is as far as it goes – and mean it.|04-15-2014|pisces
132|Refuse to get uptight about the little things that sometimes go wrong. Both at home and at work it will seem as if people are deliberately letting you down but the truth is everyone is a bit confused at the moment, so make allowances.|04-16-2014|pisces
133|You may like to give the impression that you are immune to criticism but it’s not true and what someone says today will hurt you deeply. Could it be it hurts so much because, deep down, you know there might be some truth in it?|04-17-2014|pisces
134|You won’t have to try hard to make an impression today – with your ruler Venus making positive links to major planets everyone will think you are someone special. If you’re not already flavor of the month, you very soon will be.|04-18-2014|pisces
135|No matter how difficult life may have been of late the Sun’s move into your birth sign tomorrow will cheer you up no end. Give some serious thought to what you want to be doing over the coming year because it could be one of the best ever.|04-19-2014|pisces
136|Now that the Sun is moving into your sign you should go with the flow and believe that the tide of events will wash you up on a shore that is to your liking. The message of the stars this week is to trust that the universe is infinitely kind.|04-20-2014|pisces
137|You will encounter more than one individual today who, to put it bluntly, you really can’t stand the sight of. The best way of dealing with such people is to pretend they don’t exist. Just make out they’re invisible and walk on by.|04-21-2014|pisces
138|Why is it always you who is expected to make the important decisions? Maybe because others know they can trust you. There will be a lot of upheavals over the coming 12 months but you will be a rock in the storm – and others will cling to you.|04-22-2014|pisces
139|Mercury joins the Sun in your sign today and suddenly your mood will be a whole lot better. The next three weeks or so are potentially the best of the year for you, so take full advantage of the opportunities that come your way.|04-23-2014|pisces
140|Your attitude to material things will change a lot over the coming year. People will count more with you than money and when you focus on family and friends you will find there are ways to be rich that trump everything else. It’s the true meaning of wealth.|04-24-2014|pisces
141|All things may be possible for you now but the planets warn you should be tying up loose ends rather than starting anything new. Are you prepared for what is to come? Get your act together, and keep your friends close.|04-25-2014|pisces
142|Not only will you succeed over the coming 12 months but you will succeed with style. The one thing that should – and does – matter to you more than anything is that, whatever job you agree to do, you do it better than anyone else. Be the best – always.|04-26-2014|pisces
143|The solar eclipse in your sign on Tuesday means this is a week full of potential. Whatever it is you have been planning now is the time to get serious about it. You will find reserves of energy and enthusiasm you never knew you had.|04-27-2014|pisces
144|Mars, planet of energy, will encourage you to be more assertive over the coming year, which is good, but you also need to plan carefully. If you just throw yourself at life with no rhyme or reason you won’t accomplish a fraction of what you are capable of.|04-28-2014|pisces
145|You feel like you can take on the world and win – and most likely you can. Today’s eclipse in your sign endows you with the confidence to try things that at others times might scare you. Remember to focus your energy in one direction at a time.|04-29-2014|pisces
146|Your way with words will open any door for you over the coming year. You know just what to say, and who to say it to, to get what you need. Move around as much as you can – the more you expand your horizons the more success you’ll enjoy.|04-30-2014|pisces
147|Make sure you know what is expected of you before backing a plan or project that will inevitably take up a lot of your time and energy. And make sure there’s a timetable too – you need to know when you will be free again.|05-01-2014|pisces
148|You may be tempted to slow down and take a break and you have certainly earned that right but the planets urge you to keep going a bit longer. Make the most of your energy surge while you can – you know how quickly things can change.|05-02-2014|pisces
149|You may be poised to start something new and exciting but if you are smart you will give it another day or two before making your move. Sunday’s Sun-Pluto link will most likely bring huge changes – the sort you can take advantage of.|05-03-2014|pisces
150|Try not to get too caught up in society and its problems this week or you may miss out on something of great value. Not all the answers you need are to be found out there in the world at large some come directly from the heart.|05-04-2014|pisces
151|Someone in a position of authority will look favorably on you over the next few days and if you are smart you will get something more out of it than just praise. Ask for a raise or a promotion – or both. Chances are they’ll say “yes”.|05-05-2014|pisces
152|The Sun’s link to Jupiter will give your confidence a much-needed boost today but you may still have to learn that in order to get some you also have to give some – you cannot realistically expect it to be all one way.|05-06-2014|pisces
153|You must be positive today. Both in your personal life and at work there is a lot at stake and you need to know what you want – and have the courage to reach out and take it. If you can do all that you will prosper, big time.|05-07-2014|pisces
154|You may be a bit hesitant and suspicious today but that’s okay. The thing to remember is that the cosmos is very much on your side at the moment, so you can afford to take a risk – or not, as you see fit.|05-08-2014|pisces
155|You may believe that if you don’t act soon your big chance will pass you by but it simply isn’t true. The sense of urgency you feel is an illusion and what happens over the next two or three days will prove it. There’s really no rush.|05-09-2014|pisces
156|You will be a force to be reckoned with over the next 48 hours. The Sun in your sign encourages you to come out of your shell and let the world see what a can-do Bull you can be. There is so much for you to accomplish.|05-10-2014|pisces
157|Venus, your ruler, and Mars, planet of energy, combine on your birthday, which is good, but at times they will pull you indifferent directions. There will be two main strands to your affairs this year and some how you have to find room for them both.|05-11-2014|pisces
158|Be true and honest and resist the temptation to cut corners merely because no one can stop you. This is a great time for friendships and group activities and it will be even better if you are all working together on the same ethical level.|05-12-2014|pisces
159|Focus only on those activities that make you happy over the next 12 months. Others will say you should be doing this and doing that but it is entirely up to you how you order your life. If you follow your dreams all your other needs will be taken care of.|05-13-2014|pisces
160|A full moon on your birthday is a reminder that your short-term goals and long-term goals must complement one another. Every step you take, no matter how small, should move you in the direction of your ultimate target. Don’t waste a day of your journey.|05-14-2014|pisces
161|There may be a clash of wills today but at least it will clear the air – and remind certain people that just because you’re a nice guy does not mean you are a pushover. This is still your time of year and so much is still possible.|05-15-2014|pisces
162|If you need to make changes, in either your personal life or your career, then make them without a second thought or a backward glance. Some people may think you are being needlessly ruthless but if you don’t change now it may never happen. Go for it!|05-16-2014|pisces
163|Your mind creates your reality. What you think about now is what you will find yourself doing later. Meditate on that idea and let it influence what you think, say and do over the coming 12 months. You want happiness and success? Then create them.|05-17-2014|pisces
164|Just because the Sun leaves your birth sign this week does not mean that your luck is about to turn for the worse. Plenty of good things will still come your way, only now you have to be a bit more sensible about how you use them.|05-18-2014|pisces
165|If everyone seems to be saying what you want to hear it is probably because that is their intention. Mercury is the planet of communication but also deception and its position today suggests you can’t really trust what you hear.|05-19-2014|pisces
166|You will have to deal with some pretty ruthless people over the coming 12 months and that means you will have to be ruthless yourself. Decide where you are going to draw the line and tell them what will happen if they step over it. And mean it!|05-20-2014|pisces
167|Make a name for yourself. Do something out of the ordinary. Start each day with a specific goal in mind and go all out to reach it. Also, remember that, both in your work and in your private life, excellence is what you do in the next five minutes.|05-21-2014|pisces
168|Your insight is such that others may wonder if you are psychic. Maybe you are, in a way, but there is nothing supernatural about your aims: you want to be a success and you want to be rich. Act on what your inner voice tells you.|05-22-2014|pisces
169|You need to come down to earth a bit and deal with matters of a practical nature. Above all you must be sensible with money, especially if you are the kind of Taurus who takes an “easy come, easy go” attitude to cash.|05-23-2014|pisces
170|You don’t know whether to push yourself harder or take things easy. If you feel the need to prove yourself by all means take on new responsibilities but make sure you get plenty of rest too. Don’t hammer yourself into the ground.|05-24-2014|pisces
171|There is no point worrying about a money matter because it is out of your hands. The approaching new moon suggests that it’s highly unlikely anything bad will happen, at least not to you. You might even come out ahead of the game.|05-25-2014|pisces
172|The moment you start seeing yourself as a victim is the moment when you lose. No matter what other people may be saying and doing you and you alone are master of your fate, so be positive and think like a winner again.|05-26-2014|pisces
