|horoscope|pub_date|zodiac
68|No matter how strong your beliefs and opinions may be, what happens today and tomorrow will make you question them. That’s good. Every now and again you need to stand back and remind yourself what it’s all about and what it’s all for. |02-11-2014|pisces
69|Put a name to your fears and do something about them. Everyone expects you to be happy-go-lucky and most of the time you are, but something has been worrying you beyond belief in recent weeks. It’s time to get over it.|02-12-2014|pisces
70|Secrecy may not come naturally to you but the less you reveal about yourself the better. You need to be a bit more mysterious, especially on the work front. Keep both colleagues and rivals at arm’s length and don’t forget that knowledge is power.|02-13-2014|pisces
71|Think twice before speaking your mind. Although today’s full moon takes place in your fellow Fire sign of Aries you could still get emotional and say things you later regret, so bite your tongue and keep your feelings to yourself – for now.|02-14-2014|pisces
72|Even if you risk hurting a loved one’s feelings you must tell them the truth about the situation they have got themselves into. Be as tactful as you can but make sure they can see they need to change their ways – and fast.|02-15-2014|pisces
73|Once the Sun changes signs tomorrow you will be less concerned about what’s taking place in the world at large and more concerned about what’s going on inside your head. It’s good to think and you’ll be doing plenty over the next few days.|02-17-2014|pisces
74|Don’t agree to something just because you cannot be bothered to argue. If you take the easy way out now you will have major problems later on when loved ones and work colleagues hold you to your promises. Best not to make them in the first place.|02-18-2014|pisces
75|You will receive advice from all directions today, making it difficult to work out who is and who is not talking sense. Maybe you should shut yourself away for an hour or two and come to your own conclusions. Your inner voice knows best. |02-19-2014|pisces
76|There are a lot of things you need to consider, things that may be of benefit to you in the not too distant future, so don’t waste your time socializing when you should be thinking. Come the weekend you’ll have earned the right to party.|02-20-2014|pisces
77|Even if you are the kind of Aries who loves surprises what happens today won’t necessarily meet with your approval, especially if the joke is on you. Think of all the times when you’ve been the prankster and don’t be afraid to laugh at yourself.|02-21-2014|pisces
78|There is no such thing as coincidence and the more certain events seem to keep happening the more suspicious you should be. Fortunately you are not as gullible as some people want to believe, so it’s unlikely you will be deceived.|02-22-2014|pisces
79|No matter what plans you may have made for the coming week you must set aside time to be by yourself and think about the direction your life is heading. And if you come to the conclusion that it isn’t heading anywhere then do something about it.|02-23-2014|pisces
80|Although you should be feeling good about yourself as the new week begins you are advised not to go over the top in any way or the consequences could be painful. Also, ask yourself some questions about the direction your life is heading.|02-24-2014|pisces
81|There are a number of things you need to get rid of, things that are holding you back and stopping you from realizing your full potential. You know what they are and you know they must go. Now is the time to draw a line on the past.|02-25-2014|pisces
82|You may be impatient to see progress being made but if you take a risk too many you could take a rather big step in the wrong direction. If you do there is no point rebuking yourself – it’s just one of those things that happens sometimes.|02-26-2014|pisces
83|It won’t be long before your mind is back in the groove – and your tongue will be pretty sharp as well. You will have a lot to say for yourself today but be careful that you don’t give away secrets to people who may be your rivals.|02-27-2014|pisces
84|As mind planet Mercury moves in your favor again today your attitude will change for the better and you will be more upbeat about your hopes and wishes. Anything is possible if you want it enough – so want it enough and be amazing!|02-28-2014|pisces
85|Cosmic activity in the most sensitive area of your sky will help you see through the web of deceit that certain people have built to keep you from the truth. But don’t go to the other extreme and refuse to trust anyone about anything.|03-01-2014|pisces
86|You don’t need to talk yourself up – important people are well aware of what you are capable of. You won’t have to try too hard to make an impression over the next seven days. In fact you won’t have to try too hard at anything.|03-02-2014|pisces
87|The Sun links with power planet Pluto today, so it’s unlikely you will be in the mood to stay home and bake cookies. There is a world out there waiting to be conquered and you have both the talent and the ambition to be Number One.|03-03-2014|pisces
88|Not everyone shares your principles and beliefs, so don’t take it as a personal affront if others disagree with you today – which they will. Everyone is entitled to their own opinions, that’s what makes the world such an interesting place.|03-04-2014|pisces
89|Today’s cosmic set-up is fortunate in the extreme, but only if you are prepared to get out into the world, put yourself about and shake a few hands. You know the old saying: it’s not so much what you know that matters as who you know.|03-05-2014|pisces
90|Family matters of one sort or another will take up most of your time today but don’t think that means you cannot have fun. On the contrary, loved ones are hoping you will suggest some kind of trip or adventure you can all enjoy together.|03-06-2014|pisces
91|Don’t be afraid to disagree with someone in a position of authority. You respect the fact that they outrank you but you also know that if you do as they say you will regret it. Aries is the first sign of the zodiac – so put your needs first.|03-07-2014|pisces
92|Stick to your principles this weekend. Don’t back off to keep the peace or for the sake of an easy life. The planets warn if you compromise on one thing your rivals will see it as a sign of weakness and pressure you into further concessions.|03-08-2014|pisces
93|You have a wonderful future but the Sun in your next door neighbor sign of Pisces is making you fear the worst, and that’s not good. Keep telling yourself that you deserve the best and that the best will happen – and very soon it will.|03-09-2014|pisces
94|The planets are encouraging you to break out of a rut and live closer to the edge for a while. Security is all very well but an Aries needs excitement too, so do something out of the ordinary this week, something that gets you noticed.|03-10-2014|pisces
95|A relationship that has been okay in the past will turn difficult today. There may be no apparent reason why it has suddenly gone sour but don’t make an issue of it. Most likely it is just a passing phase, so stay calm and keep smiling.|03-11-2014|pisces
96|The Sun in Pisces at this time of year can make you rather emotional and you will certainly find it hard to hide your feelings today. But why would you want to? Honesty is essential in all situations, especially where loved ones are concerned.|03-12-2014|pisces
97|The future is not bleak, no matter what some pessimists say. In fact it is exceedingly bright and you are in the right place at the right time to take advantage of all the good things that will be coming. Keep your eyes and ears open.|03-13-2014|pisces
98|Because Mars, your ruler, is on good form today something will happen that has you jumping for joy. By all means make plans for your professional future but leave yourself some wiggle room in case you want to change your mind later.|03-14-2014|pisces
99|Don’t give others the impression that you agree with them when, if anything, you think they are completely and utterly wrong. The full moon means it’s best if they know right from the start what you really think and feel.|03-15-2014|pisces
100|Don’t worry if you have not been getting the support and encouragement you need from partners and loved ones and work colleagues. Once the Sun moves into your birth sign on Thursday you won’t require anyone’s help but your own.|03-16-2014|pisces
101|The more you dwell on a matter that troubles you the more you will worry about it, so pull your mind away from the issue and focus on what makes you feel good. There are still no end of things you have to be thankful for.|03-17-2014|pisces
102|Put your heart and soul into what you are working on. No matter how much natural talent you may have and no matter how good you may be in a technical sense what makes you stand out from the crowd is your enthusiasm.|03-18-2014|pisces
103|If you make a wish over the next two or three days it may well come true. With the Sun moving into your birth sign tomorrow, marking the start of a new solar year, you are likely to get whatever you ask for – well, mostly.|03-19-2014|pisces
104|The Sun moves into your sign today, so there can be no more excuses. You know what you want, you know how to get it and you know that if you make a genuine effort nothing can stop you. The world is yours to command and enjoy.|03-20-2014|pisces
105|Don’t waste time on regrets or remorse. Don’t look back when you should be looking forward. This is your time of year and if you are positive and dynamic you will enjoy the kind of progress that makes yesterday’s doubts and failures irrelevant.|03-21-2014|pisces
106|You will be in a thoughtful frame of mind this weekend and that’s good. Try to resist the temptation to look for easy solutions to what are really quite complex problems. Most complex of all, of course, are other people’s emotions.|03-22-2014|pisces
107|If your life is in a bit of a rut at the moment the best way to cheer yourself up is to get dreaming. Jupiter makes it easy for you to conjure up all sorts of mental pictures of what your future could be like – and they’re all fabulous!|03-23-2014|pisces
108|If you need assistance over the next few days you must ask for it. There is nothing heroic about keeping your pain to yourself. By all means be independent but why suffer when friends and family are ready and willing to help you?|03-24-2014|pisces
109|When was the last time you set yourself new targets? Most likely you’ve been happy to drift along and take things as they come but now you need to be more demanding of yourself. What would you do if you knew success was guaranteed? So do it.|03-25-2014|pisces
110|If you are as smart as you think you are you will pay attention to what loved ones and friends say you should be doing. They can see what you cannot: that you could and should be using the talents you were born with to make the world a better place.|03-26-2014|pisces
111|Hopefully you will see solutions today where before you saw only problems. That applies to all areas of your life but especially to money matters and business issues that involve other people. Together you can make a profit and have fun.|03-27-2014|pisces
112|You will make your presence felt today, especially on the work front where power planet Pluto encourages you to believe you are worthy of bigger and better things. You are entitled to be treated with respect – and you will make sure you get it.|03-28-2014|pisces
113|Love planet Venus is strong on your birthday, so affairs of the heart will be even more important than usual this year. But don’t think it’s just about romance and having fun – if you commit to a relationship it helps if you are on the same intellectual wavelength too.|03-29-2014|pisces
114|A new moon on your birthday will inspire you to cut ties that hold you back and march on confidently to a brighter and more bountiful future. Be honest with yourself about who you are and what it is you want most out of life – then go out and get it. |03-30-2014|pisces
115|You must not let your emotions get the better of you over the coming year. You may be tempted to cut ties that only seem to bring you pain but if you give it time you will find that things improve. Ultimately, life is only as tough as you choose to make it.|03-31-2014|pisces
116|The more others try to make you change your mind about something the more you must dig in your heels and refuse to be moved. You know what is right and what is wrong, so make your own decision and stick to it.|04-01-2014|pisces
117|You have a talent for surprising people and with the Sun linked to Uranus, planet of the unexpected, in your sign today you will go out of your way to shock. Just be careful you don’t upset those on whom your security depends.|04-02-2014|pisces
118|See to it that you are properly rewarded for your efforts, especially on the work front where others may try to give you less than you deserve. You don’t have to be aggressive about it but make sure you get what you are worth.|04-03-2014|pisces
119|You seem to be feeling a bit vulnerable but there really is no need. What happens over the next few days will lift your spirits and also remind you that, even when things do go a little bit wrong, it’s not the end of the world.|04-04-2014|pisces
120|You are torn between two very different ways of looking at the world. On the one hand you think human nature is basically negative but on the other you want to see an essential goodness is all living things. Choose the latter. Your choice will make it true.|04-05-2014|pisces
121|Push your luck this week and believe all things are possible. But bear in mind too that, while you may be doing well, not everyone is as fortunate as you, so try not to make a big show of your successes – it may cause unnecessary resentment.|04-06-2014|pisces
122|You are about to embark on one of the best times of the year for ideas and communication. Are you ready? Anything of a creative or artistic nature will go well for you over the next few days. Be good. No, be great.|04-07-2014|pisces
123|It’s not always easy to get along with other people and today’s Sun-Mars aspect will in some way or other challenge you to be more accepting. Don’t forget too that from other people’s point of view you are often the one making too much noise.|04-08-2014|pisces
124|If you want a straight answer to a simple question you may be disappointed – others are so evasive today. Maybe they have something to hide but more likely their thoughts are simply all over the place. Not everyone is as organized as you.|04-09-2014|pisces
125|Take extra care when dealing with anything of a legal nature and make sure you get promises in writing. No matter how much you may trust certain people you cannot know what mental, emotional or financial pressures they are under, so don’t take chances.|04-10-2014|pisces
126|The influence of Neptune, planet of deception, in your chart warns you could give away too much information about yourself. Be generous with your time and, if you can afford it, with your money too but keep your secrets to yourself.|04-11-2014|pisces
127|Some people may get emotional this weekend but you will remain cool, calm and collected. One particular individual could really get on your nerves but the best way to deal with them is to take yourself off some place where they cannot follow.|04-12-2014|pisces
128|A week from now the Sun will leave your birth sign and when it does you will have to get serious about your cash flow situation. It won’t be so painful if you accept that you are spending too much and start making savings right now.|04-13-2014|pisces
129|Mind planet Mercury links with Uranus, planet of genius, on your birthday this year, so there is every chance you will come up with some brilliant ideas. Don’t limit yourself to old ways of thinking – be brave and ask the questions everyone else tries to avoid.|04-14-2014|pisces
130|There seems to be a barrier of some kind between you and other people, no doubt caused by today’s lunar eclipse in your opposite sign. Don’t worry. The cosmic tide will turn. It won’t be long before you are back on the same wavelength.|04-15-2014|pisces
131|You will experience plenty of ups and downs over the coming 12 months but even the downs will have a positive side, so be happy and strive to see the good in each and every situation you encounter – and each and every person who comes into your life.|04-16-2014|pisces
132|The moon’s eclipse of Saturn on your birthday suggests you need to reconsider your relationship to money and possessions. Yes, of course, it’s nice to be financially secure but are you emotionally secure too? If not, what can you do to change that?|04-17-2014|pisces
133|You want to strike out on your own. You want to do something that you alone can take credit for. That’s fine but you will get further faster if you learn from the mistakes of those who have been there before you. Do your homework – and be brilliant!|04-18-2014|pisces
134|If you have got into the habit of thinking that nothing will ever go wrong again then what happens this weekend will set you straight. But there is still a large luck factor working in your favor, so don’t let events dent your confidence too much.|04-19-2014|pisces
135|Be careful how much you spend over the next few days because if you go over the top you are likely to regret it. The planets warn you may not be as well off as you thought you were – and there are always bills to pay.|04-20-2014|pisces
136|Major planets are at loggerheads as the new week begins and you too will find it hard to get along with certain people. The important thing is that you don’t take any of it too seriously, because like all such situations it will pass with time.|04-21-2014|pisces
137|You will be somewhat impatient today, especially on the work front where you can’t understand why some people are unable to keep up with you mentally or physically. Not everyone shares your energy or enthusiasm, so calm down and make allowances.|04-22-2014|pisces
138|You know what it is that you want so now it’s just about how you are going to get it. If your plans are being held back by a lack of cash what happens today and tomorrow will help – but ultimately the effort must come from you.|04-23-2014|pisces
139|Some things are worth worrying about and some things are not – do you know which is which? Chances are material things such as money and possessions won’t mean as much to you over the next 24 hours as they usually do, and that’s good.|04-24-2014|pisces
140|Try not to be too serious about life today. There’s a time to ponder the big questions but this isn’t it. The planets urge you to be practical and to focus on what is in front of you. Also, stay alert for new opportunities.|04-25-2014|pisces
141|A new money-making venture will excite you this weekend but before you get carried away and start thinking you are going to be rich be warned that even if you do make your fortune it may cost you in other ways. Relationships are important too.|04-26-2014|pisces
142|If you honestly believe that certain people are trying to get rich at your expense then you must make it clear to them that the consequences won’t be pretty. Hopefully they will see sense and give you your fair share. If not…|04-27-2014|pisces
143|Don’t worry if your finances have not been too healthy of late because you will find ways to replace what you have lost or spent. Mind planet Mercury will also help you get your head around ideas which at other times might confuse you.|04-28-2014|pisces
144|You will be quick off the mark both physically and mentally today, especially if you see a chance to make some money. Both the solar eclipse and mind planet Mercury will help you make quick decisions, then follow them up with speedy action.|04-29-2014|pisces
145|You have taken on a lot of new tasks in recent weeks and could probably do with some help. Others will come to your assistance and share the load if you ask them but you must make it worth their while. What’s in it for them?|05-01-2014|pisces
146|There will be a great many claims on your time and your energy today, so be selective in what you agree to do or you may exhaust yourself. You should know by now that it’s better to do one job really well than ten jobs poorly.|05-02-2014|pisces
147|What you need to remember this weekend is that you have nothing to prove, either to yourself or to other people. Make sure that what you agree to do is what you want to do and not what others have persuaded you to do.|05-03-2014|pisces
148|You can learn a lot over the next seven days, simply by listening to what other people have to tell you. You will also be pleasantly surprised by some of the things you discover. There is always something new to learn, even for an Aries|05-04-2014|pisces
149|Listen to what a friend has to tell you and be quick to act on their advice. Even if what they say is not what you were hoping to hear there is a lot of wisdom in their words, not least because they can see what you currently cannot.|05-05-2014|pisces
150|You will get what you desire today but you will have to pay a price for it. The planets will reward you for all the hard work you have done but they will also ask you to sacrifice something you may not want to give up.|05-06-2014|pisces
151|Keep your eyes and ears open today because if you don’t you could miss out on a great opportunity to have fun. With Mercury moving strongly in your favor your mind will be sharp and strong, giving you a major advantage over your rivals.|05-07-2014|pisces
152|You are not the kind to turn away someone who is down on their luck, but watch out you don’t get conned by a sob story today. Sadly not everyone is as honest as you, so check the facts before even thinking of parting with cash.|05-08-2014|pisces
153|You may think you know what motivates someone but the planets warn you have got it all wrong, and that could be dangerous. Both in your personal life and at work you are advised not to jump to conclusions today – or any day.|05-09-2014|pisces
154|The Sun links with Saturn this weekend and you should take that as a sign that it’s time to slow down a bit. Not even an Aries can continue at the pace you have set yourself, so ease off and get your breath back.|05-10-2014|pisces
155||05-11-2014|pisces
156|Rivals seem to know what you are doing, even when you are not sure what you are doing yourself – which puts you at a disadvantage. Either be a bit more secretive or find ways to tap in more effectively to what’s going on around you.|05-12-2014|pisces
157|You have started many new things in recent weeks but you will soon have to choose which one or two projects you are going to focus on. Remember, quality always counts for more than quantity, so there’s no point trying to do it all.|05-13-2014|pisces
158|Today’s full moon warns that, where money and possessions are concerned, nothing is quite what it seems. For that reason alone it would be wise to think twice before signing up to anything you don’t have complete personal control over.|05-14-2014|pisces
159|People respond better to charm than to threats or coercion, so use the power of Venus in your sign to work your way around their defenses. You need to know when to exert pressure and when to stand back and let things happen.|05-15-2014|pisces
160|Someone you think you can trust may try to trick you today, so be on your guard. It’s usually when you feel most relaxed and secure that you are most likely to be cheated, so make sure you know what’s going on around you.|05-16-2014|pisces
161|Mars in your opposite sign makes you a bit too rough and ready for some people’s tastes, so be careful you don’t make the wrong impression, especially when dealing with people in positions of power. You CAN do nice – if you try.|05-17-2014|pisces
162|As the Sun moves into the most open and outgoing area of your chart this week you will have no trouble at all being sociable. Not that you had much trouble before, but as from the 21st you will be a real party animal.|05-18-2014|pisces
163|Confront what you fear the most and it won’t ever scare you again. Few things in life are worth getting too worked up about, so face up to what has been worrying you and see it for what it really is: an illusion you can safely ignore.|05-19-2014|pisces
164|Don’t worry if you find it hard to put your feelings into words – your body language will tell partners and loved ones all they need to know. And with Mars, your ruler, moving in your favor again they’ll get to know plenty!|05-20-2014|pisces
165|There are a lot of things you have wanted to say but held back because you did not want to upset or annoy people. Now the Sun is changing signs you have no option but to speak up. If you don’t it will be you who suffers.|05-21-2014|pisces
166|You will jump right in and get things done today. Your mind is working fast and your body isn’t far behind it, so do what feels right and do it magnificently. You will surprise a few people, including yourself, by what you achieve.|05-22-2014|pisces
167|Money issues have taken center stage for some time but now the Sun has changed signs you should be a bit more relaxed about what you own and what you earn. If your social life has suffered of late make up for it today.|05-23-2014|pisces
168|In some way or other you will have to make sacrifices this weekend but the universe will balance things out by rewarding you in other ways, so don’t be afraid to make changes. Life is an adventure or it is nothing.|05-24-2014|pisces
169|Sometimes you can be overly suspicious but this week you will go right the other way and trust just about everyone. In return, others will go out of their way to smooth your path and help you realize your most cherished ambitions.|05-25-2014|pisces
170|This could be and should be one of the most enjoyable times of the year but if you want it to be really special you need to be more optimistic. A lot will depend on your state of mind – as it’s your mind that creates your reality.|05-26-2014|pisces
171|There is no point trying to predict what will happen over the next two or three days because there are so many ways the various issues in your life can play themselves out. Just stay calm and be ready to act when big events happen.|05-27-2014|pisces
172|You can be as carefree as you please over the next 24 hours – no one will mind in the slightest. Not that you care what other people think but it’s nice to be in a position where you can have fun without being called irresponsible.|05-28-2014|pisces
