|horoscope|pub_date|zodiac
86|Any self-doubts you have will start to fade today and with luck will be swept away completely by tomorrow’s new moon. Other people expect you to be confident and positive in your views and the last thing you want is to disappoint them.|02-28-2014|aquarius
87|Look for new ways to improve your cash flow situation. Today’s new moon, backed up by the power of luck planet Jupiter, will inspire you to focus your money-making energies in one specific direction. The first million is always the best!|03-01-2014|aquarius
88|You may have higher standards than most but don’t try to be a perfectionist. Even an Aquarius is allowed to let things slip once in a while and what happens this week will remind you that you are human, despite what some people say!|03-02-2014|aquarius
89|You would do well to remember today that even an Aquarius has limits. It may feel as if you can take on the world and win, and maybe you can, but there is sure to be a downside, especially if you come on strong when you don’t have to.|03-03-2014|aquarius
90|You will be a hero to some and a villain to others today – there will be no in between. Whatever it is you say that causes a fuss don’t let anyone tell you that you should have kept quiet. You have every right to speak your mind.|03-04-2014|aquarius
91|There is nothing you cannot do. There is no one you cannot impress. With Venus, planet of harmony, joining Mercury in your sign today doors will open as if by magic and heads will turn as you walk down the street. You’re worth watching!|03-05-2014|aquarius
92|Jupiter moves in your favor today, making it easy to break free of habits and routines that are holding you back. Remember: the best way to get rid of a habit you’ve become used to is to replace it with a better one that challenges you.|03-06-2014|aquarius
93|You seem to be in two minds whether to push ahead quickly with a new plan or to hold back and see how things develop. Hopefully it will be the former as the longer you wait the more likely it is others will get ahead of you.|03-07-2014|aquarius
94|Do you proceed with caution or do you act on the spur of the moment? If an opportunity arises this weekend that demands a response you must act quickly and decisively. You will surely regret it later if you hesitate now.|03-08-2014|aquarius
95|No matter how complicated things seem to get over the next few days the planets indicate it is all quite simple. There is an explanation for everything that happens, so stay calm and make the best of events, be they “good” or be they “bad”.s|03-09-2014|aquarius
96|You may have to force yourself to be enthusiastic about what has to be done today but it will be worth the effort. By midweek at the latest everyone will be patting you on the back and saying what a great job you’ve done.|03-10-2014|aquarius
97|Changes on the work front may not be what you were hoping for but later in the year you will realize they were exactly what you needed, so don’t be too negative about them. You will be moving up in the world again before too long.|03-11-2014|aquarius
98|Make a conscious effort to stand above petty battles and see the bigger picture. It may look as if the world is going to hell in a handcart but that’s only because you are taking too narrow a view of events. Look for deeper and wider meanings.|03-12-2014|aquarius
99|There is always an answer, even to the most difficult of questions, so don’t lose heart if your existence isn’t easy. Despite what some people choose to believe life is, was and always will be a garden of delights. If you can’t see that – you need glasses!|03-13-2014|aquarius
100|With Mercury in your sign linked to Mars your mind will move fast, so fast in fact that it may take a while for the rest of you to catch up! Be careful you don’t exhaust yourself – something that can happen to your mind as well as your body.|03-14-2014|aquarius
101|Sacrifices of one sort or another will have to be made over the next few days. You will also have to accept that you are going to have less cash in your pocket for a while. But money doesn’t make you happy – right?|03-15-2014|aquarius
102|If someone you live, work or do business with makes life difficult for no good reason this week don’t get uptight about it. Most likely it’s the influence of the full moon coming into play. You won’t get anywhere by being too tense or aggressive.|03-16-2014|aquarius
103|Don’t let anyone pressure you into doing something you don’t feel 100 per cent happy about. That applies to all areas of your life but especially to money matters. What you own and what you earn are under serious stars, so don’t take chances.|03-17-2014|aquarius
104|Today’s link between values planet Venus, currently in your sign, and your ruling planet Uranus will encourage you to believe that life is good and getting better by the minute. Your thoughts, and your feelings, create the world you experience.|03-18-2014|aquarius
105|The more you are on the move over the next few days the more likely it is you will find answers to the questions you have been asking. You may not be thrilled by some of the things you learn but the truth is about facts, not feelings.|03-19-2014|aquarius
106|The Sun moves in your favour today, making it easy to get your own way. Does that fill your head with ideas? It should, and each and every one of those ideas is entirely legitimate. Use your powers of persuasion to make a profit.|03-20-2014|aquarius
107|You want to get on in the world, you want to make a difference in a good way, but how do you actually do that? What happens over the next 24 hours will point you in the right direction. After that, all you have to do is march!|03-21-2014|aquarius
108|A social event will have to be put on the back burner while you take care of family and financial issues. The good news is that today’s Mercury-Neptune link will inspire you to spot new money-making opportunities. Keep them to yourself.|03-22-2014|aquarius
109|You will feel on top of the world over the next few days, which is great, but there is a danger that because you feel so good you will do something silly, something you regret big|03-23-2014|aquarius
110|Let a friend who is feeling a bit down at the moment know you are there for them. Your warm words could be all it takes to get them smiling again and one small act of kindness could have a knock-on effect that transforms their life.|03-24-2014|aquarius
111|With both the Sun and Uranus moving through one of the better areas of your chart you no doubt feel ready for a new adventure. That’s great, but if you are on the move you should plan your route carefully and allow for delays and diversions.|03-25-2014|aquarius
112|Mercury in the money area of your chart suggests that Lady Luck will be smiling on you over the next few days. If you do find you have extra cash in your pocket why not treat someone you love to an afternoon or evening out?|03-26-2014|aquarius
113|A remark you toss out into the conversation may not be meant in a negative way but that’s how one person may take it. If they do seem offended let them know straight away that you meant no harm by it. Don’t lose a friend over something trivial.|03-27-2014|aquarius
114|An investment you made a while back will pay off today and looking back you will be glad you had the sense to act on what your inner voice told you. What it’s telling you now is to keep your feet on the ground and not get carried away.|03-28-2014|aquarius
115||03-29-2014|aquarius
116|You need to get your thoughts in order before the Sun links with Uranus, your ruler, on Thursday. To do so you may have to shut yourself away for a while so you are not distracted by noisy and annoying people – that’s just about everyone!|03-30-2014|aquarius
117|If you want to convince authority figures that you know what you are talking about then you must back up your opinions with facts. If you can’t do that convincingly then maybe it would be best if you just stayed quiet today.|03-31-2014|aquarius
118|There is no point getting annoyed about things that are beyond your control – you know that already. So why are you allowing what everyone agrees is a quite minor event to cause major shockwaves in your life? Get over it – now.|04-01-2014|aquarius
119|Consider all the options and all the possibilities before deciding what you are going to do next. Better still, do nothing at all. Loved ones and work colleagues may be annoyed that you are dragging your feet but what can they do about it?|04-02-2014|aquarius
120|The Sun at odds with power planet Pluto today warns you must resist the temptation to go to extremes. If you overstep the mark either at home or at work you could end up paying a very high price. Know your limits and stay within them.|04-03-2014|aquarius
121|A light-hearted attitude will take you a long way today. The planets suggest if you take nothing too seriously then nothing too serious will go wrong. In the greater scheme of things, no matter what happens, it all comes right in the end.|04-04-2014|aquarius
122|For some reason you are reluctant to take the kind of risk that at most others times you would not even think about. Maybe your subconscious is trying to protect you. Maybe it is aware of something your everyday mind is not.|04-05-2014|aquarius
123|Are your instincts reliable? On most occasions they can be trusted to point you in the right direction but over the next few days they may not be quite so dependable, so think twice before taking action – then think again, just to be sure.|04-06-2014|aquarius
124|You will find it much easier to get your message across today and that’s good because you have plenty to say. Your way with words will help you to persuade others that you know what you are talking about – though it doesn’t mean you do!|04-07-2014|aquarius
125|The efforts you have put in over the past few months will pay off in a big way eventually, so don’t get disheartened if it seems you are not making much progress. Beneath the surface of your life a great transformation is taking shape.|04-08-2014|aquarius
126|If you want a creative endeavor to be a success you are going to need help and with so much positive cosmic activity this is a good time to ask. Others want to be on your team, not least because they know it’s the one most likely to win.|04-09-2014|aquarius
127|You may not get much in the way of thanks for a good deed today but that’s okay. The world would be a sad place indeed if we only ever did favors for others because we expected to get something back in return.|04-10-2014|aquarius
128|The more open and outgoing you have been in recent weeks the more you need to spend some time by yourself now. This is a time both for thinking and for coming to terms with your feelings. You can’t do that at yet another party.|04-11-2014|aquarius
129|Be careful what you say this weekend because your rivals will be watching and listening more carefully than usual and won’t hesitate to make you look bad if they get the chance. Above all, don’t exaggerate in any way, shape or form.|04-12-2014|aquarius
130|The contacts you make over the next few days will come in useful later in the year when you need to build support for what you are planning to do. No matter how busy you are at the moment make time to be sociable.|04-13-2014|aquarius
131|Be careful what you decide today because once you have made up your mind about something the planets won’t let you change back again. Remember too that while you may not be in control of events your emotions are always yours to command.|04-14-2014|aquarius
132|This is still a pretty good time for you but today’s eclipse warns you need to take care, especially when socializing and traveling. If you do too much there is a danger you could exhaust yourself – and you’ll still have all those chores to finish.|04-15-2014|aquarius
133|If you feel the need to go out and have a good time then do so and don’t feel in the least bit guilty about it. Put your troubles behind you and do whatever makes you feel glad to be alive. Life is supposed to be fun.|04-16-2014|aquarius
134|For some unexplained reason you seem reluctant to take chances at the moment and according to the planets you are right to hold back. A lot will change over the next four or five days, so wait a bit before making your next big move.|04-17-2014|aquarius
135|Although money matters and other material issues may be important that does not mean you have to focus on them to the exclusion of everything else. Man does not live by bread alone – the heart and the spirit matter too.|04-18-2014|aquarius
136|You cannot possibly carry on at your current frenzied pace, so take a breather and see more of the people you love. The Sun’s move into the domestic area of your chart this weekend means family time is more important than work time.|04-19-2014|aquarius
137|Your feelings will be rather intense over the next few days and anyone who expects you to be your usual sunny self may be in for a shock. That’s okay. Even an Aquarius is allowed an off day, or three, once in a while.|04-20-2014|aquarius
138|You may not be in the mood to make allowances for those who think and act more slowly than you but the planets warn you don’t have much choice in the matter. Under no circumstances clash with people in positions of power. You’ll lose.|04-21-2014|aquarius
139|The planets indicate that your best course of action today is to take no action at all. That might sound rather negative but with Mars and Jupiter battling it out the sensible thing to do is to keep your head down and let others take the risks.|04-22-2014|aquarius
140|You will learn something to your advantage over the next 24 hours but if you are smart you will keep it to yourself for now. Knowledge is power and what you find out about a situation could be beneficial both personally and financially.|04-23-2014|aquarius
141|You get on well with most people but you also need to be aware that there are individuals out there who are so different to you in temperament that it’s unlikely you will ever be friends. That’s okay – it’s what makes for such an interesting world.|04-24-2014|aquarius
142|You are on a winning streak at the moment and the planets indicate it will continue into the weekend. It doesn’t have to be just about money – you will be lucky in love as well. Someone you work with thinks you’re extra special.|04-25-2014|aquarius
143|There is no point getting upset about events over which you have no control. No matter what happens over the next 48 hours you must stay calm. Think of life as a contest – a contest you are more likely to win if you don’t take it too seriously.|04-26-2014|aquarius
144|Issues you have been avoiding will be brought to a head this week and that’s good because it means you will finally have to deal with them. There is a real possibility of making a new start, but first you must face up to emotional issues.|04-27-2014|aquarius
145|The task you are faced with today may seem daunting but if you attack it in the right way – that is, with a song in your heart and a smile on your face – there is no doubt at all you will make a success of it. You really can’t lose.|04-28-2014|aquarius
146|Make sure you get the up front support of loved ones before embarking on a new course of action. Try to persuade them that what you desire for yourself will also be good for them. It would help, of course, if it was true.|04-29-2014|aquarius
147|Focus on helping other people today. Everyone knows you are talented and destined to move up in the world but what they may not know is that you get a huge kick from doing good for others. For Aquarius “us” is more important than “me”.|04-30-2014|aquarius
148|You appear to believe that your feelings for a certain person are a one-way street but that is far from the truth. They care as much for you as you do for them but, for the moment at least, they’ve got other things to worry about. Be patient.|05-01-2014|aquarius
149|The good news is you seem to be handling challenges well and the even better news is that it won’t be long before you are rewarded in some way. Everything evens out in the end, so keep believing that the good times will return.|05-02-2014|aquarius
150|Family and friends will happily help you in whatever it is you are trying to do but only if they know what you are trying to do – and that means you must tell them. You’re not a mind reader so what makes you think they are?|05-03-2014|aquarius
151|It does not matter that everyone else seems to be running around at top speed you should be taking life at a much slower pace. The right opportunities will come to you at just the right time, so why exhaust yourself when you don’t have to?|05-04-2014|aquarius
152|What happens over the next 24 hours will remind you that it is not where you look but how you look that determines the way the world seems to be. Be positive and purposeful in everything you say and do – and the world will reflect your attitude.|05-05-2014|aquarius
153|Something is holding you back, something is stopping you from reaching your true potential. According to the planets it could be your own self-doubt that is preventing you from pushing ahead. Don’t be so negative: you’ve got what it takes.|05-06-2014|aquarius
154|Now that Mercury, planet of the mind, is moving into your fellow Air sign of Gemini the mental turmoil of the past few weeks will just fade away. Well, hopefully. You can certainly make things easier for yourself by not worrying so much.|05-07-2014|aquarius
155|Don’t worry if you lose out in some way over the next 24 hours because you will more than make up for it later in the month. If something seems to be slipping from your grasp just let it go. Change is always good in the long-term.|05-08-2014|aquarius
156|Make sure you have all the facts at your fingertips because it is the only way you can be certain you are not being deceived. The planets warn that unscrupulous people won’t hesitate to cheat you if they think they can get away with it.|05-09-2014|aquarius
157|The planets warn there will be arguments and bad feelings to deal with over the next 48 hours. Some people may be unwilling or incapable of seeing sense but you must not allow yourself to stoop to their level. You’re better than that.|05-10-2014|aquarius
158|You will get the chance to cheer up a friend or love done who has been feeling a bit down of late. A dose of your optimistic take on life is just what they need to get their act together and start looking on the bright side again.|05-11-2014|aquarius
159|If you are looking for ways to make money you will come up with plenty of ideas over the next 24 hours. The only danger is you may do nothing with them. One good idea acted on is better than a dozen that just sit there.|05-12-2014|aquarius
160|A difference of opinion with a friend or family member could easily get out of hand over the next 48 hours, so promise yourself now that no matter what is said you won’t overreact. Come the end of the week it will all be forgotten.|05-13-2014|aquarius
161|It will be easy to get annoyed with certain people today but if you are wise you will call upon your reserves of self-control and make a virtue of being both patient and forgiving. If you do fall out with someone, forgive and forget quickly.|05-14-2014|aquarius
162|Someone new will come into your life today. Is it a true love match or is it just a passing fancy? You may not know for sure until later in the year but if it’s making you smile now it can’t be all bad – so enjoy!|05-15-2014|aquarius
163|You may be a bit confused about your goals at the moment but don’t worry about it — in a matter of days your mind will be clear and the way ahead will be nicely mapped out for you. Listen to, and follow, your heart.|05-16-2014|aquarius
164|There are so many things you want to do but if you try to get them all done at once chances are you’ll get nowhere. The only pressure you are under is the pressure you put on yourself, so slow down and tackle one task at a time.|05-17-2014|aquarius
165|Put all thoughts of fear and failure behind you and strike out in a new direction. The Sun’s entry into the most dynamic area of your chart on the 21st will give you the boost you need to get working on what you were born to do.|05-18-2014|aquarius
166|Some people think you are spending too much time enjoying yourself and not enough on your chores and responsibilities. Maybe they’re right but you’re not going to change your ways. Tell them to mind their own business. Better still, ignore them.|05-19-2014|aquarius
167|It may seem as if your rivals are being favored while you are being ignored but even if that is true why should it worry you? Since when have you been the sort who needs other people to help you? Carve your own path through life.|05-20-2014|aquarius
168|All the worries of recent weeks will be swept away over the next 24 hours. No matter how difficult things have been for you up until now you will find new sources of energy and new ways to make your dreams come true. Enjoy life!|05-21-2014|aquarius
169|You will be on inspired form over the next two or three days. The Sun in Gemini will encourage you to believe that all things are possible and that taking risks is not an option but a necessity. Life is about to get interesting!|05-22-2014|aquarius
