|horoscope|pub_date|zodiac
86|It may annoy you that someone is saying things that are blatantly untrue but don’t let your anger show. The best approach is to pretend that you have not noticed and that you agree with every word they say. Then prove them wrong.|02-28-2014|scorpio
87|Life is good and about to get even better. Both the new moon and a wonderful Sun-Jupiter link mean that Lady Luck is about to smile on you in a big way. There is no doubt at all you will get what you want – and soon!|03-01-2014|scorpio
88|You have been far too negative and far too critical of your efforts of late. The good news is that when Jupiter moves in your favor again on Thursday your mood will improve dramatically. The meaning of life is to have fun, nothing more.|03-02-2014|scorpio
89|How much confidence do you have in your abilities? Hopefully it’s a lot because with the Sun linked to your ruler Pluto there are going to be some big changes over the next few days – changes that affect you on a personal level.|03-03-2014|scorpio
90|Try to avoid petty arguments, especially the sort that drag on for days. Yes, it may look to others as if you are taking the easy way out but the fact is you cannot be bothered to waste time on issues that don’t mean a thing to you.|03-04-2014|scorpio
91|Venus, the planet that helps smooth over difficulties, moves into the domestic area of your chart today. If you are smart you will use its influence to reorder your home life in ways that suit your needs while not annoying or obstructing others.|03-05-2014|scorpio
92|Don’t give in too easily today, especially on the work front where colleagues and employers will take advantage of you if you don’t stand up for yourself. You may want to do things for them but you really should not be doing everything.|03-06-2014|scorpio
93|Someone you meet over the next two or three days will inspire you creatively and maybe romantically too. Will this new liaison stand the test of time? There is no way of knowing for sure but it will certainly be fun finding out!|03-07-2014|scorpio
94|You may think you have been short-changed in some way but that isn’t true. If you make the most of what you have it won’t be long before you realize just how fortunate you have been. You haven’t been short-changed at all – you’ve been blessed.|03-08-2014|scorpio
95|The Sun in Pisces makes you active in the extreme but other influences suggest you would benefit from taking life at a slower pace for a while. Instead of trying to make things happen try instead to understand what is already taking place.|03-09-2014|scorpio
96|You won’t have to work too hard to get what you want this week. With both the Sun and Jupiter on your side others will happily provide you with whatever it is that is good for you. Hopefully it will be good for them too.|03-10-2014|scorpio
97|The message of the stars for you today is that you must not start worrying for no good reason. The challenges that come your way over the next few days will be tough but you are ten times tougher. You’re better looking than your rivals too!|03-11-2014|scorpio
98|If you do anything to excess between now and the full moon on the 16th you will most likely regret it, so tone down your act and don’t try so hard to impress friends and colleagues. You’re a star already, so shouldn’t they be trying to impress you?|03-12-2014|scorpio
99|Saturn in your sign, linked to the Sun in Pisces, urges you to take life at a slower pace. What you achieve, over the next 24 hours or the next 24 years, will not be determined by speed but by staying power. It’s a marathon, not a sprint.|03-13-2014|scorpio
100|This is a good day to take care of the little, everyday things that need doing, both at home and at work. Don’t set yourself any grand targets, just get the small stuff done and leave the grand design to sort itself out. It always does.|03-14-2014|scorpio
101|Tomorrow’s full moon warns you need to be careful when talking about your plans. The more information you give away the more likely it is that rivals will steal your ideas. What happened to that secretive Scorpio we all know and love?|03-15-2014|scorpio
102|Not everyone will agree with the route you have chosen to take but that is irrelevant. Listen to what friends and family have to tell you this week but don’t think for a moment that you have to follow their advice. You know best.|03-16-2014|scorpio
103|You may be fixed in your opinions but you are not the only one with strong beliefs. Disagreements of one sort or another are likely this week but that’s okay. New ideas may create tension but tension itself can be creative.|03-17-2014|scorpio
104|According to the planets you are thinking too much about the past and not nearly enough about the future. Your task today is to switch your attention away from what was and toward what could be – and your options really are unlimited.|03-18-2014|scorpio
105|You need to start thinking seriously about cutting back on the amount of work you are doing. The past few weeks have been a time of great activity and your momentum will keep you going for a while yet, but your body needs a break.|03-19-2014|scorpio
106|It is one thing to be a hard worker but quite another to waste your time and energy on tasks that mean nothing to you personally. Your one and only aim today must be to decide what is important to you and what should be junked.|03-20-2014|scorpio
107|Today’s lunar eclipse of Saturn in your sign suggests you are bursting to say things you know you should not. However, the longer you keep your thoughts and feelings bottled up inside the bigger the eventual explosion will be – so speak up.|03-21-2014|scorpio
108|Others will slap you on the back and tell you what a wonderful job you are doing and, of course, they are right. But don’t let the praise go to your head because most likely they are only being nice because they want something from you.|03-23-2014|scorpio
109|Don’t be afraid to take a few risks on the work front this week. The planets indicate you need to be more adventurous where your methods and routines are concerned. Just be careful you don’t overdo it and damage your health.|03-24-2014|scorpio
110|It would appear that you are in possession of information that could be dangerous to the kind of people who would do almost anything to make sure it stays private. Unless you enjoy making enemies maybe you should keep it to yourself.|03-25-2014|scorpio
111|You must carry on with a creative or artistic endeavor that you may have been thinking of giving up on completely. You don’t seem to realize how close you are to a breakthrough. If you give up now you may never forgive yourself.|03-26-2014|scorpio
112|You will find it easy to work out what is going on in someone’s mind today, which in turn will help you decide what you should do next. You have a knack for seeing the kind of body language that other people miss. Make it work for you.|03-27-2014|scorpio
113|Reach out to someone you have not seen or heard from in a while. Arrange a get-together in the very near future. Not only will you have plenty of gossip to catch up on – you may find your long-term plans coincide quite nicely too.|03-28-2014|scorpio
114|If you need a break you must take one, no matter how much others might try to persuade you to work even harder. Even Scorpios need to relax and recharge their batteries every now and again, so be kind to yourself.|03-29-2014|scorpio
115|If you owe someone a debt you must pay it off over the next few days. As a Scorpio you should know that it simply isn’t possible to wriggle out of these things – what goes around always comes around eventually, so pay it and move on. |03-30-2014|scorpio
116|If you take a negative view of what is going on you may get stuck in one of those woe-is-me moods that are so hard to shift. Make a conscious mental and emotional effort to look on the bright side today – it’s always there.|03-31-2014|scorpio
117|Some of what you hear over the next 24 hours may be less than complimentary but in the greater scheme of things it is of no real importance, so don’t let it upset your equilibrium. What happened to that famous Scorpio spirit?|04-01-2014|scorpio
118|You may now be having second thoughts about something you recently agreed to but the fact is it’s too late to change things. Even if you were able to do so it would cost you too much in terms of time, money and damaged reputation.|04-02-2014|scorpio
119|A relationship that has gone through some difficult times can be repaired but first you must ask yourself if that is what you truly desire. The Sun at odds with your ruler Pluto suggests you may be thinking of ending it once and for all.|04-03-2014|scorpio
120|You are doing too many things for too many people and need to slow down a bit. If you carry on trying to do it all you are sure to burn yourself out, physically and emotionally, so stop catering to their every whim and fancy.|04-04-2014|scorpio
121|Someone you thought you could trust has been misleading you, or at the very least keeping things from you that you ought to know about. But what was their motivation? Maybe they thought they were doing it for your own good.|04-05-2014|scorpio
122|You may be desperate to show what you can do but don’t go over the top and do something silly. Why? Because it makes you an easy target for those who would like nothing better than to derail your ambitions. Think smart and act smart too.|04-06-2014|scorpio
123|You need to recharge your physical, mental and emotional batteries, so don’t make too many plans for the next few days. In fact, if you can find ways to pamper yourself or, even better, get loved ones to pamper you, go for it.|04-07-2014|scorpio
124|Try not to take what you see and hear personally today, not even if others make it clear it is meant to be personal. Yes, you know how to be vengeful, but sometimes it’s better to let annoying issues sail over your head.|04-08-2014|scorpio
125|Focus on what seems right to you and ignore what the so-called “experts” tell you if it does not fit in with your way of thinking. Ultimately there are no such things as facts, there are only various shades of opinion, and yours deserve to be heard.|04-09-2014|scorpio
126|For some strange reason you are wracked by self-doubt. For some strange reason you seem to believe you do not have the talent to be a success. That simply isn’t true. Get your head straight and get on with making your mark on the world.|04-10-2014|scorpio
127|You may not understand why so many people are singing your praises at the moment but you must have done something to warrant being the center of attention. Don’t waste time thinking about it – milk the applause for all it’s worth.|04-11-2014|scorpio
128|Try not to let your anxieties get the better of you. What looks like such a huge problem now will be swept away by what happens around the time of the lunar eclipse on the 15th. It’s all about perspective, so widen your horizons.|04-12-2014|scorpio
129|Stick to the script and don’t be tempted to go off at a tangent. That applies to all areas of your life but especially to your working environment where others will not take kindly to you disrupting routines without clearing it with them first.|04-13-2014|scorpio
130|This is not a good time to make hasty decisions, not with Pluto, your ruler, beginning one of its retrograde phases. What seems like a good idea today may turn out later to be the one thing you should have avoided, so take care.|04-14-2014|scorpio
131|Whatever happens today, be it good, bad or indifferent, you must treat it as if it is of no real importance in the greater scheme of things. Remember too that if you allow feelings to guide you then your fears will most likely take over.|04-15-2014|scorpio
132|No matter how eager you may be to begin something you have every reason to believe will bring you fame and fortune it might be best to wait a bit. The Sun’s change of signs at the weekend could lead to a change in your priorities.|04-16-2014|scorpio
133|There is a battle of wills going on at the moment, either in your career or your social circle, and it’s a battle you cannot afford to lose. Your sign has a reputation for ruthlessness and it’s something you should be looking to live up to.|04-17-2014|scorpio
134|You will make sacrifices above and beyond the call of duty over the next 24 hours and everyone will be singing your praises. Virtue may be its own reward but that does not mean you can’t treat yourself too. What do you fancy?|04-18-2014|scorpio
135|You are now about halfway through your solar year – the midpoint between one birthday and the next – and that makes this the ideal time to take stock of how far you have come. Then you’ll have a good idea how far there is still to go.|04-19-2014|scorpio
136|Partnerships of all sorts are under good stars now and the next few days will bring opportunities to mend fences and get back on good terms with people you have fallen out with in recent months. Be the first to say “sorry” – they’ll appreciate it.|04-20-2014|scorpio
137|You won’t hesitate to hit back if someone does you wrong today but the problem is you may hit back at the wrong person. Think before you act and, if you do make a mistake, apologize profusely the first chance you get.|04-21-2014|scorpio
138|Everyone takes a wrong turning now and again, so don’t be surprised if the planets start nudging you in a new direction. There is an ideal path for you to take through life and in some way or other you will be reminded where it is today.|04-22-2014|scorpio
139|It may feel as if you have no control over what is going on in your life but that simply isn’t true. What is true though is that you have allowed certain people to dictate to you what you can and cannot do. It’s time to make it clear that enough is enough.|04-23-2014|scorpio
140|The planets indicate that you will gain more on every level if you take an easygoing attitude to getting your way. Aim high by all means but don’t think you have to force people to give you what it is you desire. They want you to have it.|04-24-2014|scorpio
141|You won’t be shy about letting those you care for know how much they mean to you. Creatively, too, this should be a good day for you, so let your artistic side come to the fore – it will bring you and others a great deal of joy.|04-25-2014|scorpio
142|Partners and loved ones seem to be making all the running at the moment while you follow on in their wake. But is that really so bad? You cannot expect to be a leader all of the time – sometimes you have to be a follower too.|04-26-2014|scorpio
143|You will have to adapt to other people’s plans over the next few days but it’s really no big deal. Sometimes it’s best to sit back and let others call the shots. If they get it right, that’s great. If they get it wrong, you’re not to blame.|04-27-2014|scorpio
144|Someone who is aggressive for no good reason is likely to bring out the worst in you today. No doubt they have not experienced a Scorpio’s sting before but it’s unlikely they will forget it. They’ll be a better person for it, and you’ll feel better too.|04-28-2014|scorpio
145|You will be extremely energetic today but the solar eclipse in your opposite sign of Taurus means you cannot expect to get everything your own way. Some of your rivals are every bit as relentless as you. They’re probably Scorpios too!|04-29-2014|scorpio
146|Cosmic activity in your opposite sign of Taurus means you won’t get far on your own over the next few days, so let partners and loved ones and work colleagues know you need and value their support. Together you can do amazing things.|04-30-2014|scorpio
147|You have never been one for small talk and what others are wittering on about no doubt bores you to tears. Ignore them and focus your attention on what is important to you, even if no one else seems to agree. Rise above petty things.|05-01-2014|scorpio
148|Some people may be obstructive today but you don’t have to make an issue of it. Treat it as an opportunity to show how patient and relaxed you can be. Truly! Others will be impressed by your remarkable self-control.|05-02-2014|scorpio
149|The Sun links with your ruler Pluto this weekend to inspire you to go above and beyond your usual limits. Some people may try to frustrate your plans but they won’t come close to succeeding. When Scorpio wants something Scorpio gets it.|05-03-2014|scorpio
150|You are who you are for a reason, so don’t let anyone not even people you love try to persuade you that you should change your ways. You don’t need to be different, you just need to be better at who you already are.|05-04-2014|scorpio
151|If you do things by the book today you will get the rewards you deserve. If, however, you try to gain an advantage by cutting corners or telling lies most likely you will find that your underhand methods rebound on you in annoying ways.|05-05-2014|scorpio
152|Someone you encounter on your travels will turn out to be a very important contact, both on a personal level and professionally. Make an effort to get out and about and meet people and, of course, talk to them. It’s not difficult.|05-06-2014|scorpio
153|Over the next two or three days you will find it easier to get to grips with a financial matter that has been keeping you awake at night. Once you find out what the real problem is you will also find the courage to deal with it.|05-07-2014|scorpio
154|The Sun in your opposite sign of Taurus means, among other things, that you have to put up with people who annoy you. Don’t be tempted to argue with them, about anything, because if you do the situation may quickly get out of hand.|05-08-2014|scorpio
155|It does not matter how convinced you may be that you are in the right and others are in the wrong you won’t get far if you insist they come round to your way of thinking. Look for a compromise solution – it won’t be so hard to find.|05-09-2014|scorpio
156|How you deal with other people over the next 48 hours will determine whether the next few weeks will be a time of achievement or of conflict. Try to remember you are not the only one with needs and desires – or with feelings either.|05-10-2014|scorpio
157|You may find it hard to trust certain people but trust them you must. Yes, it is possible they might betray you but do you really want to let suspicion govern your every move? They’re not as bad as you think they are.|05-11-2014|scorpio
158|This is a positive and potentially passionate time for you but to make the most of it you have got to be more outgoing. Let those you are attracted to know that you are interested – don’t put on your Scorpio poker face and leave them guessing.|05-12-2014|scorpio
159|The next few days are mainly about relationships. Challenges must be dealt with and certain people must be told in no uncertain terms that you are the boss. Yes, compromise is possible, but only after you have established your authority.|05-13-2014|scorpio
160|Today’s full moon in your sign will give you the energy you need to go your own way, do your own thing and, most importantly, stand up for your right to be different. If it means you fall out with certain people, well, that’s too bad.|05-14-2014|scorpio
161|You could fall out with a work colleague or someone in authority today. It’s okay to fight your corner, of course, but be sure in your mind that you are right and they are wrong. If there’s any doubt it might be wise to back off.|05-15-2014|scorpio
162|If you need to win someone over to your way of thinking, this is the time to bombard them with facts and figures that prove your case. You will convince them more easily, of course, if there is something financial in it for them.|05-16-2014|scorpio
163|Before you reach a final decision about a long-term financial enterprise you must make sure you have all the facts at your fingertips. If you leave anything to chance there is a real possibility you will end up paying more than you should.|05-17-2014|scorpio
164|If you are the kind of Scorpio who never gives much thought to the future then what happens over the next few days will impress on you the need to look ahead. Financial planning is a must, and that means saving more and spending less.|05-18-2014|scorpio
165|You may think that life should come to you, that you are owed something by the world around you, but if that’s your attitude you will end the day disappointed. If there is something you desire make the effort to get it yourself.|05-19-2014|scorpio
166|You’ll be a bit touchy as the new week begins, perhaps due to a vague fear that a work colleague is plotting against you. Most likely there is no truth in it at all, so don’t do or say anything that might really turn them against you.|05-20-2014|scorpio
167|You seem to have got it into your head that you are entitled to something the world does not seem to want to give you. What happens today will make you realize that, in the long-term, you get only what you fight for.|05-21-2014|scorpio
