"International Journal of Human Computer Studies","76"
"Health Psychology","76"
"Journal of Organizational Behavior","75"
"Journal of Abnormal Psychology","75"
"European Child and Adolescent Psychiatry","74"
"Journal of Adolescence","73"
"Comprehensive Psychiatry","73"
"Journal of Clinical and Experimental Neuropsychology","72"
"Psicothema","72"
"Adolescence","71"
"Journal of Business Research","71"
"Journal of Pragmatics","71"
"Journal of Interpersonal Violence","70"
"European Journal of Social Psychology","69"
"Journal of Autism and Developmental Disorders","68"
"Developmental Neuropsychology","68"
"Teaching of Psychology","68"
"Ppmp Psychotherapie Psychosomatik Medizinische Psychologie","67"
"American Psychologist","67"
"Neuropsychobiology","66"
"Family Journal","66"
"International Journal of Obstetric Anesthesia","65"
"Psychonomic Bulletin and Review","65"
"Educational and Psychological Measurement","64"
"Journal of Educational Psychology","64"
"Cognitive and Behavioral Practice","63"
"Cognition","63"
"Scandinavian Journal of Psychology","62"
"Journal of Psychiatric Research","62"
"Cyberpsychology and Behavior","62"
"Journal of the Experimental Analysis of Behavior","62"
"Psychology and Health","62"
"Cognitive Brain Research","61"
"Developmental Psychobiology","61"
"Journal of Comparative Psychology","61"
"Psychotherapeut","60"
"Journal of Pediatric Psychology","60"
"Journal of the International Neuropsychological Society","60"
"Journal of Personality Assessment","60"
"Journal of Traumatic Stress","59"
"Psikhologicheskii Zhurnal","58"
"Depression and Anxiety","57"
"Journal of the American Psychoanalytic Association","57"
"Journal of Applied Behavior Analysis","57"
"Journal of Psychology Interdisciplinary and Applied","56"
"Psychoneuroendocrinology","56"
"American Journal of Orthopsychiatry","56"
"Psycho Oncology","56"
"Neuropsychology","55"
"Human Factors","55"
"Advances in Psychology","55"
"Restorative Neurology and Neuroscience","55"
"Psychological Assessment","55"
"Acta Psychologica","54"
"Hormones and Behavior","54"
"Speech Communication","54"
"Psychology and Aging","54"
"Journal of Psychoactive Drugs","53"
"Journal of Homosexuality","53"
"Social Behavior and Personality","53"
"Current Anaesthesia and Critical Care","53"
"Japanese Journal of Educational Psychology","52"
"Experimental and Clinical Psychopharmacology","52"
"Technological Forecasting and Social Change","52"
"Journal of Cognitive Neuroscience","52"
"Clinical Psychology Science and Practice","52"
"European Journal of Pain","51"
"Journal of Memory and Language","51"
"Behavior Genetics","51"
"CNS Drug Reviews","51"
"Journal of Clinical Child and Adolescent Psychology","51"
"Neurocase","50"
"Clinical Psychology Review","50"
"American Journal of Drug and Alcohol Abuse","50"
"Journal of Vocational Behavior","50"
"Psychologist","50"
"British Journal of Educational Psychology","50"
"Psychology Public Policy and Law","49"
"Journal of Counseling and Development","49"
"Development and Psychopathology","49"
"Journal of Community Psychology","49"
"Praxis Der Kinderpsychologie Und Kinderpsychiatrie","49"
"Journal of Family Psychology","48"
"Neurobiology of Learning and Memory","48"
"Psychotherapy and Psychosomatics","48"
"International Journal of Behavioral Development","47"
"Quarterly Journal of Experimental Psychology Section A Human Experimental Psychology","47"
"Animal Learning and Behavior","47"
"Journal of Personality","47"
"Journal of Developmental and Behavioral Pediatrics","46"
"Behavior Therapy","46"
"International Psychogeriatrics","46"
