|horoscope|pub_date|zodiac
54|Don’t take it personally if a friend is overly critical. They are probably more annoyed with themselves than they are with you but their ego won’t let them admit it. It’s not worth fighting about. They’ll make it up to you tomorrow.|01-24-2014|sagittarius
55|It could be that you feel a bit worn down and discouraged. If so you need to get a grip on yourself because the planets warn if you give up on something now you will only have to start it again later. Dig deep and carry on.|01-25-2014|sagittarius
56|Let everyone around you, at home and at work, know what you think and how you feel and they will go out of their way to meet your needs and make you happy. Misunderstandings will only arise if you expect people to read your mind.|01-26-2014|sagittarius
57|Your main task over the next few days is to find ways to fulfill your obligations, both at home and at work, while still having fun socially. For best results, steer clear of extremes and steer clear of people who bring out the worst in you.|01-27-2014|sagittarius
58|The Sun in Aquarius makes you more outgoing and sociable than usual and that’s good because other aspects indicate that someone interesting is coming your way. Don’t look away and pretend you don’t see them – let them catch your eye.|01-28-2014|sagittarius
59|Why are you not getting what you want out of life? If you are honest, you will have to admit it is because you are spending too much time on things of minor importance. Devote yourself to making the most of your talents.|01-29-2014|sagittarius
60|You should be feeling a lot more relaxed about life now and today’s new moon will put you in the mood to go out and have fun with your friends. Partnerships and relationships will make you happier than you ever thought possible.|01-30-2014|sagittarius
61|You know what needs to be done to put things right and put loved ones and business colleagues at their ease – so do it. Just make sure you can deliver on any promises you might make – and never, ever make promises about money.|01-31-2014|sagittarius
62|You may be tempted to give up on something, or someone, that is causing you grief but the planets warn that would be a mistake. The situation will improve unexpectedly early next week, so stick with it. Since when have you been a quitter?|02-01-2014|sagittarius
63|You can turn dreams into realities this week – no, really. All you have to do is be yourself and believe in yourself. The latter is important as various people will try to convince you that you don’t stand a chance. They’re wrong.|02-03-2014|sagittarius
64|According to the planets someone you work or do business with is not being entirely straight with you. Before you go any further together in what you are working on demand to know where they are coming from – and going to.|02-04-2014|sagittarius
65|You need to talk through issues that have been making life difficult for you and your loved ones. Someone needs to take the lead, and according to the planets, that someone will have to be you. No one else is brave enough. |02-05-2014|sagittarius
66|Try not to let your impatience get the better of you today. With mind planet Mercury beginning one of its retrograde phases there is simply no point rushing to get things done. In the greater scheme of things they’re really not that important.|02-06-2014|sagittarius
67|Change is good, change is positive, so whatever else you do today don’t fight the changes that come your way. You were not designed by the cosmos to stay where you are – you were designed to explore and try out new things.|02-07-2014|sagittarius
68|You should find it easy to talk to partners and colleagues this weekend: You will be on just the right wavelength and know just the right things to say. Help loved ones and friends to feel good about themselves — and you’ll feel good too.|02-08-2014|sagittarius
69|Put feelings of regret and remorse behind you and act as if life has never been better. Even a livewire Sag gets a bit down now and again but you bounce back faster than most. Remember: what makes life worth living is loving and laughing.|02-10-2014|sagittarius
70|This should be an encouraging time for you as your money worries fade and your ability to enjoy the simple things in life returns. One sad person may try to bring you down with their tales of woe, but you don’t have to listen. |02-11-2014|sagittarius
71|Family ties must come first. Put petty arguments behind you and move forward together again. Cosmic activity in the domestic sector of your chart makes it easy to kiss and make up today – but from tomorrow it may be too late.|02-12-2014|sagittarius
72|You will get more done if you take a gentler approach to partnership matters. Put yourself in others’ shoes and imagine how you would feel if someone talked to you the way you sometimes talk to them. You can be a bit abrupt at times.|02-13-2014|sagittarius
73|If you do things for others that they should be doing for themselves it won’t be long before they expect you to do it all. You need to be tough today. You need to let others know that they need to take more responsibility for themselves.|02-14-2014|sagittarius
74|You have freedom to move in whatever direction takes your fancy, but don’t forget you also have responsibilities and that certain people are depending on you in various ways. Take them with you on your whirlwind journey. Brighten their weekend.|02-15-2014|sagittarius
75|The most important thing now is that you assert your independence. If you allow others to order you around they will get the impression that you are weak and will make your life a misery every chance they get. Don’t let that happen.|02-17-2014|sagittarius
76|Someone will surprise you today with what amounts to an outrageous ultimatum. Surprise them back by telling them in no uncertain language what they can do with their demands. Refuse to be intimidated. Eventually they will back down.|02-18-2014|sagittarius
77|You must control your temper today, no matter how extreme the provocation may be. That may be easier said than done, but it must be done or what starts as a minor dispute could quickly get out of hand. Avoid people who like to fight. |02-19-2014|sagittarius
78|As the Sun is now moving through the domestic area of your chart it will pay you to focus more on family members than on yourself or your work. What can you do to make them happy? How can you let them know they are loved?|02-20-2014|sagittarius
79|Either you will change your mind and annoy other people, or they will change their minds and annoy you. Either way tempers are going to be a bit on the short side over the next 24 hours. Try not to say anything too emotionally damaging.|02-21-2014|sagittarius
80|You may be reluctant to cross swords with a rival but at some stage you are going to have to face them. It’s better you should do so now, while the omens are good for a peaceful solution, than later when you’re both fired up for a fight.|02-22-2014|sagittarius
81|Loved ones and work colleagues will forgive you almost anything this week, so you may as well make the most of it. However, you will be forgiven just the once, so if you are going to get caught at least make sure the sin is worth it!|02-23-2014|sagittarius
82|Try to be more open with partners and loved ones as the new week begins. If you make the effort you will quite easily find the words that have been lacking these past few weeks – words that heal rifts that are no more than misunderstandings.|02-24-2014|sagittarius
83|If a loved one demands more independence you must give it to them. You should know by now that the harder you try to control other people the more it hurts when they finally break away. You’re their friend, not their jailer.|02-25-2014|sagittarius
84|If you need assistance then you must speak up. You have helped others out so many times in the past that they will go out of their way to help you in return, but they can’t do that unless they know you are hurting. Tell them.|02-26-2014|sagittarius
85|You don’t have to rely on other people. You are perfectly equipped to go it alone if that is what you desire. You have high hopes for the future and will make quicker progress if you don’t have to worry about dragging others along behind you.|02-27-2014|sagittarius
86|Now that Mercury, planet of communication, is moving in your favor again you will find it much easier to express yourself. But don’t let everyone know what is going on in that big brain of yours. Never forget that knowledge is power.|02-28-2014|sagittarius
87|Loved ones and relatives may have been difficult to handle in recent weeks but only because you were not approaching them in the right way. Now that you understand their fears a bit better you can find ways to get through to them.|03-01-2014|sagittarius
88|Hard work never hurt anyone, or so they say, but that does not mean you have to work yourself into the ground every minute of every day. This week’s influences will offer you the chance to take a well-earned break. Don’t be a fool and turn it down.|03-02-2014|sagittarius
89|Some things are more difficult than others but this will be one of those days when everything comes easy to you. With the Sun linked to Pluto, planet of power, there is nothing you cannot do. So ask yourself: what is it you WANT to do?|03-03-2014|sagittarius
90|The situation you have to deal with today is of a kind you would prefer to avoid, but once you get stuck into it you will find it provides the kind of challenges that require brain power to resolve – and that’s the kind you enjoy.|03-04-2014|sagittarius
91|You can get through twice as much work in half as much time as you usually do today, but don’t spend all your time on everyday chores because this is also an aspect that increases the fun factor of your life. You remember fun, don’t you?|03-05-2014|sagittarius
92|Some people seem to be under the impression that they can snap their fingers and you will come running but with Jupiter, your ruler, on great form today they are in for a rude awakening. If anyone is going to be imperious it is going to be you.|03-06-2014|sagittarius
93|Someone will offer what sounds like good advice today but the planets warn they are more likely to be thinking of their interests rather than yours. You don’t have to be told what to do. Listen to your inner voice – it knows what you need.|03-07-2014|sagittarius
94|You seem to be getting bogged down in trivia, so stand back from what you are doing and try to see it from a wider viewpoint. Once you realize how unimportant it all is you won’t feel in the least bit bad about ditching it.|03-08-2014|sagittarius
95|Don’t waste time worrying about the things that you have done or about the things that you still have to do. You are more likely to enjoy the week ahead if you take life as it comes and react to events rather than try to incite them.|03-09-2014|sagittarius
96|Doors that have been closed to you in the past will start to open over the next few days but for some reason you may decide not to walk through. Even if you cannot explain your reluctance listen to what your inner voice tells you.|03-10-2014|sagittarius
97|You are where you are for a reason, so don’t start complaining that you would rather be some place else. No matter what occurs over the next 24 hours, be it “good” or be it “bad”, you can be sure it will benefit you in the long-term.|03-11-2014|sagittarius
98|You have no doubts and no fears and no reason to believe you will not succeed at the tasks you have set yourself. Rivals on the work front may try to derail your plans over the next few days but they won’t come close to succeeding.|03-12-2014|sagittarius
99|Don’t waste time lamenting what might have been. Sagittarius is a Fire sign, which among other things means you should always be looking forward to the next big adventure. Yesterday is over and done with. It’s time to move on.|03-13-2014|sagittarius
100|You have so many options available to you now that it may be hard to know where to start. For best results you should spend as much time as possible in social situations. New people you meet will bring new career and romantic opportunities.|03-14-2014|sagittarius
101|Dealings with employers and other important people could be a bit touch and go over the next couple of days. Was it something you said? Remember, what sounds like a good joke to you could be taken as a personal insult by others.|03-15-2014|sagittarius
102|Before you agree to get involved in a project of some kind make sure you know what you are letting yourself in for. You need to be thinking along similar lines to your new partners and colleagues. If you’re not, give it a miss.|03-16-2014|sagittarius
103|Mercury, planet of communication, moves into the domestic area of your chart today, so an exchange of ideas, and feelings, with partners and loved ones will be of benefit to you all. The more you talk the more you will understand one another.|03-17-2014|sagittarius
104|If there is something you want to tell the world, something you think it should know, shout about it as loudly as you can. You’ve always had an outsize ego and now you have an outsize voice to go with it. Make sure you get heard.|03-18-2014|sagittarius
105|No matter how difficult the past few weeks have been your affairs will improve dramatically as from tomorrow, so cheer up and stop acting as if the world is about to come to an end. That kind of apocalyptic nonsense is beneath your intelligence.|03-19-2014|sagittarius
106|You don’t lack for confidence, do you? The Sun’s move into your fellow Fire sign of Aries endows you with the kind of self-belief that moves mountains. There is a world out there waiting to be impressed by your brilliance. Get to it!|03-20-2014|sagittarius
107|Refuse to lower your standards or do anything you consider to be underhand or unfair. Others may enjoy cutting corners and breaking rules but you know that in the long-term negative behaviour has a way of coming back at you.|03-21-2014|sagittarius
108|There is always something new to learn and Mercury, planet of the mind, will teach you something worth knowing over the next 48 hours. It will also remind you that the most important thing of all is to be at peace with yourself.|03-22-2014|sagittarius
109|Nothing much will trouble you this week and that’s a good thing because nothing much is worth getting worked up about. Recent events have reminded you that getting involved and choosing sides very often makes things worse than they were before.|03-23-2014|sagittarius
110|You will see someone you thought of as a rival in a new light today – they are in fact one of the best friends you’ve got. Like all best friends they may sometimes tell you things you don’t want to hear – but it’s for your own good.|03-24-2014|sagittarius
111|The planets warn that you may have to end friendships and associations that no longer meet your needs. Once you have done that there will be room in your life to start new ones with people whose views are more in line with your own.|03-25-2014|sagittarius
112|Today’s Mercury-Jupiter aspect will help you find the words to connect with those you are closest to. You don’t have to get emotional about it but you do have to remind them that your love was, is and always will be unconditional.|03-26-2014|sagittarius
113|It’s not like you to withdraw into your shell but you may do so over the next 24 hours. That’s okay. You have important issues to decide on and you won’t think straight if there is too much noise going on around you. Take some time out.|03-27-2014|sagittarius
114|You may be a rebel by nature but this is not a good time to rock the boat. Instead, find out what assistance friends and family members need and do what you can to help them realize their goals. In short, be positive rather than negative.|03-28-2014|sagittarius
115|A little charm will go a long way over the next 48 hours. Your way with words, your sense of humor and your winning smile will help persuade almost anyone to do almost anything for you. Does that get your thoughts racing? It should!|03-29-2014|sagittarius
116|It’s quite possible you will bite off more than you can chew this week, most likely around the time the Sun links with Jupiter, your ruler, on Tuesday. Now that you know that you can respect your own limits and stay within them, can’t you? |03-30-2014|sagittarius
117|There is something that needs to be done as a matter of urgency. The longer you leave it the more you will have to rush things when you do eventually get started and that could lead to mistakes. Draw up a “to do” list and stick to it.|03-31-2014|sagittarius
118|You may hear something about your money situation that brings a smile to your face today but don’t be too hasty. The planets warn there is a chance you are being misled, so don’t go on a spending spree on the strength of a promise.|04-01-2014|sagittarius
119|If you think you are being cheated on something you must speak up. It may be that you have got the wrong end of the stick and there is nothing amiss, but until you know that for sure you cannot afford to take chances.|04-02-2014|sagittarius
120|A new business venture can be a success but to make it work you will need to give everything to it. Is it worth the time and energy? Only you can decide and the planets indicate you will have to make that decision very soon.|04-03-2014|sagittarius
121|Don’t let people play on your feelings and get you to do things you might not choose to do if you were thinking logically. At some point you need to get tough and let them know you are no longer prepared to play this game.|04-04-2014|sagittarius
122|You will be unable to resist a cry for help this weekend, even though you are far from sure it is genuine. It’s not whether someone deserves your help that matters but that you are prepared to give it from the goodness of your heart.|04-05-2014|sagittarius
123|Raise your sights this week and believe that you can create something magnificent. Others may try to persuade you that you are aiming too high but that simply isn’t true. The universe indicates there are no limits, at least not for you.|04-06-2014|sagittarius
124|Don’t worry if you are not feeling on top of the world at the moment because with mind planet Mercury joining the Sun in the most dynamic area of your chart it’s just a matter of time before your mood improves. There, see, you’re smiling already.|04-07-2014|sagittarius
125|Try to get out and about today. The planets indicate that the more you are on the move the more likely it is you will meet new people and learn new things – and knowledge, as you are well aware, is the basis of real power.|04-08-2014|sagittarius
126|The more certain people say you have taken on too much the more determined you will be to prove them wrong. Sagittarius is the sort of sign that likes to do things in a big way – it’s in your nature to put on a show. Go for it.|04-09-2014|sagittarius
127|You have a tendency to say things you don’t really believe simply because you enjoy seeing the looks of shock on other people’s faces. It may be a lot of fun but it could backfire on you today. Try laughing with people, not just at them.|04-10-2014|sagittarius
128|You may be on top of your game at the moment but a week or so from now your energy may dip a bit, so don’t make too many plans and certainly don’t take on any more chores. If anything you need a rest, not more work.|04-11-2014|sagittarius
129|If you make a mistake this weekend – and according to the planets you most likely will – no harm will come of it so long as you remedy the situation as quickly as possible. If you have to say “sorry” make sure your apology sounds genuine.|04-12-2014|sagittarius
130|If others want to fight over petty differences then let them – it has nothing to do with you. Make the most of the Sun’s last few days in the most dynamic area of your chart to bring a creative project to a successful conclusion.|04-13-2014|sagittarius
131|There will be times over the next two or three days when you seem out of your depth but that is not an excuse to give up. If you do you will most likely regret it as the planets bring new self-belief and new opportunities.|04-14-2014|sagittarius
132|Don’t think too hard about something that appears wholly illogical – it will only scramble your brains even more than they are scrambled already! A number of strange, even bizarre, things are likely to happen but none of them can do you harm.|04-15-2014|sagittarius
133|You can succeed and you will succeed but you will succeed a lot quicker if you get help from people who share your ambitions. Teamwork is the way to move forward and that, of course, means compromise. You know you can do it!|04-16-2014|sagittarius
134|If you own up to some sort of transgression today it may surprise you how little others seem to care about it. Either it’s not such a big deal after all or their own sins are many times worse. Either way, for you it’s a win.|04-17-2014|sagittarius
135|Stand back from your everyday cares and see life from a wider perspective. It may be easy to believe that the odds are stacked against you, that nothing will ever go right again, but that’s an illusion brought about by too narrow a focus.|04-18-2014|sagittarius
136|Wave goodbye to wishful thinking and focus on the realities of your present situation. That does not mean your dreams should be abandoned but you do need to get serious about which of them have potential and which are just pie in the sky.|04-19-2014|sagittarius
137|You may be asked to take on more chores and responsibilities now that the Sun is moving through the area of your chart that governs your everyday workload. By all means do what you can but don’t try to do everything – you’re not Superman.|04-20-2014|sagittarius
138|You are entitled to your opinions but you are not entitled to expect that other people will agree with you. So long as you’re okay with that nothing much will go wrong but if you cannot accept alternative viewpoints it could be a difficult day.|04-21-2014|sagittarius
139|There may be an element of risk in what you are planning but you know if you don’t go ahead with it you will hate yourself for being so timid. Prepare as well as you can then jump right in and pray it goes according to plan!|04-22-2014|sagittarius
140|While everyone else is running around and bumping into each other as if the end of the world is nigh you will be the picture of tranquility. That may mean you actually have no idea what is going on but there are times when ignorance is no bad thing.|04-23-2014|sagittarius
141|The cosmic picture is so good at the moment that most people will respond positively if you approach them the right way – as equals and partners. On the work front especially if you smile and ask nicely you’ll get everything you need.|04-24-2014|sagittarius
142|If you have been too busy to spend much quality time with loved ones recently you will get the chance to make up for it over the next few days. You’ve had your fun, now you want those you have feelings for to have fun as well.|04-25-2014|sagittarius
143|A job worth doing is a job worth doing well, so knuckle down and make sure no one has any reason to question the quality of the finished product. Whether you work with your head or your hands you’ll make a huge impression this weekend.|04-26-2014|sagittarius
144|Limit yourself to one or two major tasks rather than the half dozen or so you were planning. Quality is always more important than quantity, so be selective and let others see you take pride in what you do – then they’ll pay you more for it.|04-27-2014|sagittarius
145|Because you like to be independent you may not enjoy what takes place over the next 24 hours. You may have to fight for your right to set your own agenda and come and go as you please, but it’s a fight worth having – and winning.|04-28-2014|sagittarius
146|You may find it hard to be patient today but stay in control and don’t let your temper get the better of you. The planets warn if you get annoyed you could do yourself harm. At this time of year your health is especially important.|04-29-2014|sagittarius
147|Don’t worry too much if you get behind in your work because there will be plenty of time to catch up later on. It would help, of course, if you were not so willing to take on other people’s tasks. You can be too generous you know.|04-30-2014|sagittarius
148|Try to say only nice things about friends and colleagues, because if you make your true feelings known it will cause you all sorts of problems. That applies doubly on the work front, no matter how much you may despise certain people.|05-01-2014|sagittarius
149|You will no doubt be annoyed if something holds you back today but later on you will thank your lucky stars that you were forced to stay where you are. If fate conspires to keep you from doing something there must be a reason.|05-02-2014|sagittarius
150|Cosmic activity in the work and wellbeing area of your chart will make the next few days interesting to say the least. But don’t think you have to change things to keep up with the times. As of now the times can keep up with you.|05-03-2014|sagittarius
151|You will get an opportunity to put your point of view a crossover the next few days, so know what it is you want to say then say it with total self confidence. It would help, of course, if your point of view is right as well.|05-04-2014|sagittarius
152|It’s not like you to put practical matters above having fun but you may have no choice in the matter over the next 24 hours. Social activities will have to take second place to getting on top of your work and money situations – for now.|05-05-2014|sagittarius
153|If others won’t give you what you deserve then you will just have to take it for yourself. You have worked long and hard to reach your current position and have no intention of letting others take the glory, or the money.|05-06-2014|sagittarius
154|Life is not a zero sum game – other people don’t have to lose out just so that you can win. Your task today is to find creative ways in which to further your own ambitions while helping others to get what they need as well.|05-07-2014|sagittarius
155|Don’t think badly of yourself if you have to admit that you have failed to reach a target of some sort. The fact is you tried – when so many other people never even get started – and that alone makes you some kind of hero.|05-08-2014|sagittarius
156|You will be caught out by something you did not expect today. The simple fact is you have taken certain things for granted when you had no reason to do so. Admit you made a mistake and do what you can to put it right.|05-09-2014|sagittarius
157|It is essential that you strive to get along with friends and co-workers this weekend because that is the only way you are going to get anything done. Also, if someone goes out of their way to annoy you just ignore them. It’s a test.|05-10-2014|sagittarius
158|You will get support from some unlikely sources over the next few days. People will rally round and make life easier for you. You will get the chance to repay their generosity over the next few weeks go out of your way to do so.|05-11-2014|sagittarius
159|Try not to come on too strong when debating with other people. You may have all the best opinions and the facts and figures are certainly on your side but make allowances for those who don’t share your passion for the truth.|05-12-2014|sagittarius
160|If you need to make changes in your working environment now is the time. The approaching full moon warns that some of your colleagues won’t like what you do but that’s too bad. Either they fit in with your plans or they move out.|05-13-2014|sagittarius
161|You are who you are for a reason, so don’t let anyone get away with telling you that you should think or act in ways that don’t feel right to you. Fortunately, there is something obstinate in your nature that refuses to compromise.|05-14-2014|sagittarius
162|You seem a lot more relaxed about life in general and affairs of the heart in particular now and that’s good. You also seem a lot less concerned with what other people think about what you are doing. If it feels right to you, carry on!|05-15-2014|sagittarius
163|You need to make some kind of change to your everyday routine and you need to make it immediately. Astrology is all about time and timing and the time to get started is now, while both your motivation and energy are high.|05-16-2014|sagittarius
164|Others will happily heap more work on your shoulders this weekend, but only because they know you won’t complain. Maybe it’s time to get tough and let them know that, starting right now, you will work for no-one but yourself.|05-17-2014|sagittarius
165|Try not to be too assertive or aggressive. With the Sun moving into your opposite sign this week the best way to get things done – and maybe the only way – is to cooperate with like-minded people. The rewards are big enough to share around.|05-18-2014|sagittarius
166|The more others sing your praises today the more suspicious you should be. Don’t be taken in by their sweet talk. The fact is they are after something you possess and will say anything to get you to part with it. You’re not that stupid, are you?|05-19-2014|sagittarius
167|It’s good that you support some kind of cause but don’t fall into the trap of believing that it’s okay to use underhand methods to further your aims. Despite what some fools say the ends do not justify the means, not now, not ever.|05-20-2014|sagittarius
168|Find ways to get along with people who rub you up the wrong way. Like it or not you are going to have to work closely with various individuals over the next few weeks, so forget about your differences. Focus on what you have in common.|05-21-2014|sagittarius
