"Behavioral Sciences and the Law","35"
"Journal of Economic Psychology","34"
"International Journal of Mental Health","34"
"Journal of Social Psychology","34"
"Intelligence","34"
"Journal of Communication Disorders","33"
"Developmental Psychobiology","33"
"Journal of Anxiety Disorders","33"
"Infant Behavior and Development","33"
"Family Process","33"
"Language and Communication","33"
