|horoscope|pub_date|zodiac
54|You tend to believe in only what you can see with your own eyes and touch with your own hands. But something will happen today that makes you wonder if there are other forces at work. Can you find a way to make them work for you?|01-24-2014|virgo
55|If someone tells you there is something you cannot have this weekend you will go out of your way to get it. But has it not occurred to you that they may be hoping you will react this way? It could be you are being deliberately misled.|01-25-2014|virgo
56|A part of you wants to do more but another part knows you are working too hard as it is. The only way to resolve this dilemma is to give up some things before taking on new tasks. Your time and energy are precious – and limited.|01-26-2014|virgo
57|Why merely fantasize about being in an environment where family and financial worries play no part when, with a little bit of effort, you can make it happen? Stop thinking and start acting this week. The future is in your own hands.|01-27-2014|virgo
58|You need to make a serious effort to sort out your problems with partners and loved ones. You may not want to make the first approach but if you do you won’t regret it. Show that you are ready and willing to talk things through.|01-28-2014|virgo
59|Something you have been worrying about for weeks, maybe months, will resolve itself in your favor today thanks to the new moon. Your relief will be huge but there is a lesson to learn too: nothing is ever worth getting too worked up about.|01-30-2014|virgo
60|Make the most of your current run of good fortune and make sure those you are closest to know how you feel about them. Chances are they know anyway but it never hurts to make sure. The words ” I love you” are never wasted.|01-31-2014|virgo
61|To get what you want at home or at work you will have to give other people what they want in return. Don’t do anything that goes against your principles, because even if you come out on top as a result your guilt feelings will haunt you.|02-01-2014|virgo
62|If you try to get out of something you have already agreed to today you won’t be the most popular Virgo in the neighborhood. That may not worry you much now but it could have repercussions later when you are dependent on other people.|02-03-2014|virgo
63|You may want to push ahead with a project that is close to your heart but according to the planets a colleague is having doubts and you must deal with those doubts first if you want to make progress. Maybe they’re on to something.|02-04-2014|virgo
64|Someone you have to deal with over the next 24 hours will talk non-stop without saying much of any great substance. Most likely, what they say will go in one ear and straight out the other — and you won’t have missed a thing. |02-05-2014|virgo
65|If a colleague makes an error and causes you problems today don’t make a big deal of it. Everyone makes mistakes – yes, even a Virgo – so let it pass and do what you can do make them feel better. You’ll feel good about yourself as well.|02-06-2014|virgo
66|It’s important that you don’t let your anxieties get the better of you, especially where your health is concerned. You tend to fear the worst for no good reason at this time of year but eventually your fears will fade. Attitude is everything.|02-07-2014|virgo
67|You have far too many things on the go at the moment, and you run the risk of losing control. You may not like to admit that you can’t do it all alone, but this would be a good time to get friends and family to help you out.|02-08-2014|virgo
68|Someone who is down on their luck will come to you for assistance today and you won’t have the heart to turn them away. Hopefully you will also have the sense to see that their troubles are of their own making. Point that out to them.|02-10-2014|virgo
69|It would be a mistake to take on any new tasks today — in fact, Saturn warns it could be disastrous. Far from adding to your workload you should be cutting back on your chores. Why make life tough when it doesn’t have to be? |02-11-2014|virgo
70|You may not see eye-to-eye with a certain individual but you can, if you make an effort, reach a compromise that satisfies you both. It’s quite possible to be allies in some areas and rivals in others, even though you may never be friends.|02-12-2014|virgo
71|It’s important that you are honest about your feelings. If you keep them to yourself then your negative emotions may build up to the point where an outburst of some sort is more likely than not. Let loved ones know how you feel.|02-13-2014|virgo
72|As today’s full moon occurs in the most sensitive area of your chart things you could not usually care less about will worry you. Provided you don’t act on those worries everything will be fine. Over the weekend you will realize it was all an illusion.|02-14-2014|virgo
73|Major opportunities are coming your way, any one of which could make your fortune. All you have to do is decide which one to focus on, then give it your all. Advice from the stars: don’t reject an idea just because you did not think of it yourself.|02-15-2014|virgo
74|Partners and colleagues and loved ones will go along with almost anything you suggest today, but only if you are polite and ask them what they think about it first. Don’t make life difficult for yourself when it should be easy.|02-17-2014|virgo
75|You will feel an attraction for someone who is as different to you as chalk is to cheese and it could be the start of a beautiful friendship – or more. Opposites often go well together and the planets suggest yours could be the perfect match.|02-18-2014|virgo
76|Someone who is jealous of your popularity will make life tough for you today, but they are unlikely to succeed. You are in one of those moods where negativity goes right over your head, and that will annoy them even more. Good. |02-19-2014|virgo
77|It may seem as if you are dancing to everyone’s tune but your own but why should that be a bad thing? Sometimes it’s nice to sit back and let others worry about where to go and what to do next. Life doesn’t have to be a drama.|02-20-2014|virgo
78|Something dramatic will happen today and most likely you won’t be that impressed. However, if you keep your wits about you this is one surprise that can be turned in your favor. Someone else’s fall from grace could make things easier for you.|02-21-2014|virgo
79||02-22-2014|virgo
80|Partners and colleagues have the upper hand at the moment and if you are wise you will let them make whatever decisions they want to make. But you must also make sure that if things go wrong it won’t be you who takes the blame.|02-23-2014|virgo
81|You are advised to take care this week as Mercury, your ruler, is still going through one of its difficult phases. Between now and Friday, when Mercury moves in your favor again, don’t take it for granted that what you are being told is true.|02-24-2014|virgo
82|Because the approaching new moon falls in the partnership sector of your chart you will find it easier to identify with and sympathize with other people’s worries. Help them if you can but don’t let their worries rub off on you.|02-25-2014|virgo
83|Patience is a must today because if you act impulsively you are sure to lose out. You may be frustrated that something you are working on is not progressing as smoothly or as quickly as you would like but, seriously, what’s the rush?|02-26-2014|virgo
84|You will find you are a lot more emotional than usual today. But that could actually work in your favor, especially if you have not been too open about your feelings of late. Every now and then it’s good to let it all come out.|02-27-2014|virgo
85|As from today you should find it easier to organize your daily routine and either get rid of or delegate jobs that take up a great deal of your time for very little in the way of rewards. Think clearly, take control and be decisive.|02-28-2014|virgo
86|Put yourself in someone else’s hands and trust their judgment. You may like to be in control of every aspect of your own existence but just this once you are advised to let go and let others lead and guide you. The results will delight you.|03-01-2014|virgo
87|Don’t plan anything too serious for the next few days because this is a time for fun. If work colleagues and employers expect you to knuckle down and get things done they are going to be disappointed. Find ways to make them laugh too.|03-02-2014|virgo
88|You may have to get tough with someone who has let you down but make sure you don’t let your anger take over because if you go too far you will lose your credibility. Virgos are supposed to be rational, not emotional.|03-03-2014|virgo
89|Try not to waste time and energy on people who are clearly not worth the effort. Certain individuals will always be ungrateful no matter what you do – it’s in their nature – so identify them and avoid them, as far as you can.|03-04-2014|virgo
90|Try to remember that it’s quality, not quantity, that counts. If you keep that point in mind today everyone will praise you for a job well done. If, however, you try to do too much you will end up pleasing no one, not even yourself.|03-05-2014|virgo
91|You want to get things done and you want to get them done now, but because not everyone is as motivated or dynamic as you it may take some effort to get others to help you. No, you can’t go it alone – there is too much to do.|03-06-2014|virgo
92|It is possible to be too generous and at some point today you will realize that your sympathy for someone was misplaced. There is no point getting angry about it, with them or with yourself, but try not to make the same mistake twice.|03-07-2014|virgo
93|Something you do for a friend or work colleague will have far-reaching consequences, both for them and for you. A small sacrifice now could lead to big gains later on, so put your own needs on hold and put yourself at their service.|03-08-2014|virgo
94|Don’t make any hard and fast plans for the next few days because cosmic changes around the time the Sun links to Saturn on the 13th will disrupt things hugely. That might sound ominous but chances are you will enjoy what occurs.|03-09-2014|virgo
95|No matter what problems or difficulties you face over the next few days you will be able to deal with them all. You will, of course, get them out of the way quicker if you ask friends and family to help you out. So ask!|03-10-2014|virgo
96|You will be in a serious mood today as Mercury, your ruler, squares up to Saturn. A number of things you once believed in will be called into question and so-called “facts” will no longer stand up to scrutiny. It’s time to get real.|03-11-2014|virgo
97|A positive outlook in the face of adversity is essential. Because Virgo is a sign that gets caught up in details you have a tendency to think it’s the end of the world when little things go wrong. It isn’t – and most likely never will be!|03-12-2014|virgo
98|Today’s Sun-Saturn link will encourage you to get serious about your prospects, especially in your career. Map out how you see your ambitions unfolding over the coming six months – and who you can rely on for support. Then make it happen.|03-13-2014|virgo
99|You will be tempted to take some kind of risk today and because your ruler Mercury is nicely linked to Mars, planet of action and energy, you may well pull it off. Don’t forget though that long-term success takes hard work and dedication.|03-14-2014|virgo
100|The full moon in your sign this weekend means you need to pay more attention to what partners and loved ones are up to. Have you been neglecting them of late? If so, make an effort to spend some quality time with them now.|03-15-2014|virgo
101|You will be easily irritated this week, especially by people who cannot make up their minds about things you decide on in an instant. Be reasonable. Not everyone is as quick off the mark as you, nor is there any reason why they should be.|03-16-2014|virgo
102|You won’t see eye-to-eye with someone today but that doesn’t matter – in fact it’s good. The world would be a boring place if, as utopian sorts might like, everyone got along all the time. Conflict can be fun, especially for the winners.|03-17-2014|virgo
103|No matter how irritating certain people may be you must not let them get under your skin. On the work front, especially, you need to relax and let life happen. The more you try to force things the more others will try to annoy you.|03-18-2014|virgo
104|If your sixth sense tells you that something is not quite right you must listen to it and refrain from doing anything that might lead you down the wrong path. That applies to all areas but especially to matters related to your long-term finances.|03-19-2014|virgo
105|The Sun’s change of signs means you need to change too. Most importantly, it means you need to get rid of ideas you are comfortable with but which in some ways are holding you back. Move with the times. Failing that, just move!|03-20-2014|virgo
106|It’s easy to find fault with other people, especially for someone as pernickety as you, but is your own life blameless? If you get too critical today you may find that someone turns the tables by highlighting your own failures. Embarrassing!|03-21-2014|virgo
107|Make a point of hearing both sides of a story before reaching a decision about who you are going to support. Just because someone knows how to talk louder and faster does not mean they have the better arguments. Listen to everyone.|03-22-2014|virgo
108|The more others demand to know what you’ve been up to the more mysterious you should be. Not because you have anything to hide but because by keeping them guessing they will think you’re more interesting than you really are! |03-23-2014|virgo
109|If you let fear get the better of you today you could miss out on something that would have been a lot of fun – and might even have made you a lot of money. You really have nothing to be anxious about, so take a few risks.|03-24-2014|virgo
110|Something will go out of your life over the next few days and you must not try to cling on to it. The planets suggest that something even better will appear to take its place around the time of next weekend’s new moon.|03-25-2014|virgo
111|Joint plans are less likely to go wrong today if you keep any doubts you have to yourself. Yes, it’s quite likely you can see a better way of doing things but, having agreed to take part in a venture, you must be positive about it.|03-26-2014|virgo
112|You will find it easy to express yourself today and, more importantly, others will find it easy to understand you. If you are involved in a creative pursuit of some kind this is also a good time to impress important people with your skills.|03-27-2014|virgo
113|You are in a rebellious mood at the moment and may well do something that shocks both your friends and your enemies. That’s good. Too many people have been taking you for granted of late. Do something that shakes them up a bit.|03-28-2014|virgo
114|By all means give someone the benefit of the doubt but if your sixth sense warns you are being cheated maybe you should be a bit more cautious. It could be you have been too generous. Sadly, not everyone can be trusted.|03-29-2014|virgo
115|If someone makes you a financial offer on Monday or Tuesday you may be tempted to take it but the planets indicate that an even better deal will be available later in the week, so bide your time. Why rush? You’re not desperate. |03-30-2014|virgo
116|You are advised to hold fire and not be too pushy over the next 24 hours. No matter how ambitious a Virgo you may be there is only so much you can do in any one day, so conserve your energy for when you most need it.|03-31-2014|virgo
117|Others will be generous with you if you are generous with them. Let friends and colleagues know you are willing to work alongside them not just for your benefit but for the benefit of everyone. Teamwork is essential now, in all areas.|04-01-2014|virgo
118|By all means enjoy life today but try not to be so free and easy with your cash. Spending money may not be a problem for you now but it will be later when there is something you want to buy and you cannot afford it.|04-02-2014|virgo
119|If there is someone you would like to know better, most likely with a view to romance, let them see you are interested. If you make the right sort of move now it could be the start of a beautiful friendship – and maybe much more!|04-03-2014|virgo
120|A relationship that has caused you a few sleepless nights will start to improve as from the weekend but don’t think that means you no longer have to work at it. According to the planets this may be the last chance you’ll get.|04-04-2014|virgo
121|You are highly motivated at the moment and that can only be good. Attack difficult tasks with energy and enthusiasm and before you know it your workload will be behind you – then you’ll have the rest of the weekend to have fun.|04-05-2014|virgo
122|The more you want to do things one way the more others want to do them another way and the potential for conflict is clear. However, on this occasion it may be more beneficial to give in, at least where family and money matters are concerned.|04-06-2014|virgo
123|If you need financial assistance now is a good time to ask. Friends and family will do what they can to help you out of a tricky situation but they will also want to be sure you won’t go and get yourself into a similar situation again.|04-07-2014|virgo
124|Actions speak louder than words and because you have something to prove you won’t hesitate to make things happen over the next 24 hours. Not everyone will be happy that you have disturbed the status quo but for you it will be worth it.|04-08-2014|virgo
125|If someone is critical of your work today don’t let it get to you. Either they don’t know what they are talking about or they are trying to make a small flaw or failing look much bigger than it actually is. Just ignore them.|04-09-2014|virgo
126|You seem to have a phobia about something that at most other times would not worry you in the slightest. This sense of fear and uncertainty may continue for a few days yet – but come the start of next week you’ll be all smiles again.|04-10-2014|virgo
127|You seem to be in everyone’s good books at the moment, which for some crazy reason makes you suspicious. The simple fact is some people like you for who you are, so stop being negative and start enjoying the attention.|04-11-2014|virgo
128|Not everyone is as honest as you, so be on your guard when people whose motives you are unsure about make promises you have no way of knowing if they can keep. Before you give them what they desire make sure they pay you first!|04-12-2014|virgo
129|If something you are working on does not seem to be going too well don’t lose heart, and certainly don’t give up on it. A week from now the cosmic picture will change and suddenly it will start going right for you. Be patient, and persistent.|04-13-2014|virgo
130|The message of the stars this week is that you must not start anything you may not be able to finish. Likewise, don’t make promises you may not be able to keep. If you don’t aim so high you’ll look good when you do more.|04-14-2014|virgo
131|Be extra careful when dealing with money matters and business issues. Anything that sounds too good to be true most likely is, so don’t let your enthusiasm get the better of you and check everything you hear, even from trusted sources.|04-15-2014|virgo
132|This is still not a good time for making decisions to do with money or property or investments. If you give yesterday’s eclipse a few days to wane you may find that what you thought was a good deal was in fact nothing of the sort.|04-16-2014|virgo
133|If you promised to do something for a friend and now find you’ve had a change of heart, well too bad! If you let even one person down today your reputation for trustworthiness will quickly head south. Do what you said you would.|04-17-2014|virgo
134|Make life easier for yourself today by taking nothing too seriously. Don’t focus on winning, focus on having a good time and, in the process, learning what you can about other people. You may find they are not so very different to you.|04-18-2014|virgo
135|The restrictions that have held you back in recent weeks will disappear over the next 48 hours but that is not an invitation to go on a spree. Don’t waste your time, energy or money on things that matter little in the greater scheme of things.|04-19-2014|virgo
136|Your confidence may be on a high now but don’t get carried away. The Sun in Taurus puts a rosy glow on things but other influences warn there may be things going on behind the scenes that could upset your plans. Proceed with caution.|04-20-2014|virgo
137|There is a chance you will fall out with someone in a position of authority today, and the results could be messy. If it’s not possible to stay out of their way at least promise yourself that you won’t react when they say something stupid.|04-21-2014|virgo
138|It’s not often a Virgo is easily parted from their cash but the current cosmic set-up warns that’s a real possibility today. Never doubt there are plenty of people out there who would like to get rich at your expense. Don’t let it happen.|04-22-2014|virgo
139|This is one of the best times of the year for you and it will get even better over the next few days as Mercury, your ruler, opens your mind to new possibilities. You may have to travel far to find happiness but you’ll do whatever it takes.|04-23-2014|virgo
140|You want to take a trip but have no valid reason for traveling. So what? Cosmic activity in the most adventurous area of your chart urges you to let your impulses guide you. You can’t help but end up some place that’s fun.|04-24-2014|virgo
141|If you make an effort to reach out to those you love this will be a thoroughly enjoyable day. Some people may be of the opinion that you lack the human touch but obviously they don’t know you too well. Prove them wrong.|04-25-2014|virgo
142|You will be thinking deeply about your life this weekend and the conclusions you reach will have a profound effect on the way you look at and deal with the world. Something else you will realize: we don’t ever truly stop learning.|04-26-2014|virgo
143|It seems you are on a winning streak at the moment and it will get even better over the next few days. Whatever you put your mind to now will work out perfectly, so imagine great things – and let your big heart guide you.|04-27-2014|virgo
144|You may not be entirely convinced that what you are about to do is going to succeed but you have promised others that you will try and you can’t let them down. If it does go wrong at least they are unlikely to ask you again!|04-28-2014|virgo
145|Voices may be raised over the next 24 hours but if you adopt the right attitude it will pass by and leave you unscathed. What you need most right now is a sense of humor, the kind that can laugh at life’s silly little ups and downs.|04-29-2014|virgo
146|Accusations of one sort or another will fly thick and fast today but none of the mud that is thrown will stick to you. It’s not that you are whiter-than-white – you just know how to disguise what you do better than most people!|04-30-2014|virgo
147|The planets are very much in your favor at the moment and no doubt you fear nothing, but you still need to be careful. Don’t push your luck and don’t push yourself beyond your natural limits, no matter what the potential rewards might be.|05-01-2014|virgo
148|You may be practical by nature but you are allowed to dream too and the planets suggest that one particular dream is very close to coming true. Go all out today and over the weekend to push past any remaining obstructions.|05-02-2014|virgo
149|If there is something you need to say that you know friends and family members won’t be happy with then say it now and get it over with. You may be a nice guy by nature but sometimes even a Virgo has to play hardball.|05-03-2014|virgo
150|If you have done something wrong and know you will get found out sooner or later then maybe you should own up straight away. Whatever your transgression maybe others will want to forgive you, so be repentant and make it easy for them.|05-04-2014|virgo
151|A family matter you thought had been resolved will rear its ugly head again today and this time you must make sure it is settled. You may not like having to lay down the law but if you don’t the issue will continue to nag at you.|05-05-2014|virgo
152|It’s time to get working on something of a creative nature that you have been thinking about for quite some time. It will take a great deal of effort, both physical and mental, but it will be a success – that’s a promise from the stars!|05-06-2014|virgo
153|You won’t lack for opportunities today but don’t just throw yourself at the first one that comes along. Identify what it is you most want to accomplish and wait for the right offer or opening – the universe will send it to you very soon.|05-07-2014|virgo
154|You have absolutely nothing to worry about but for some strange reason you have this feeling of impending disaster. Ignore it. Most likely it is just your mind playing tricks on you – and even if it isn’t, what happens will be no big deal.|05-08-2014|virgo
155|Don’t change anything for the sake of it today because you will only have to change it back again later. It might be better to stick with what you know about, even if it is not what you want. Wait and see what the weekend brings.|05-09-2014|virgo
156|Without doubt this is one of the best times of the year for you but don’t let your joy for life lead you to do things that might not be good for you in the long-term. Know your limits, physically, mentally and emotionally, and stay within them.|05-10-2014|virgo
157|You will hear something that you can, if you wish, turn to your advantage, but is it the right thing to do? If you are told something in confidence or overhear a secret that was not meant for your ears it may not be right to make use of it.|05-11-2014|virgo
158|Don’t try to keep your thoughts and feelings to yourself today because loved ones and colleagues will be able to read on your face what it is you are hiding. You must be totally honest about what is going on in your head and your heart.|05-12-2014|virgo
159|You will find that a number of questions you have been asking over the past few weeks will answer themselves over the next 48 hours. Whether or not the answers are to your liking at least you will know what it all means.|05-13-2014|virgo
160|Don’t let anyone convince you that your ideas are of no value and that your beliefs are wrong. Today’s full moon will muddy waters and make you wonder what is fact and what is fiction but you can always trust your inner voice.|05-14-2014|virgo
161|Make it a priority to kiss and make up with someone you fell out with a while back. Most likely you are genuinely sorry you got angry about something that, with hindsight, looks absurdly trivial. You’ll both get over it.|05-15-2014|virgo
162|This is an important time for you, especially if you have big ambitions. Don’t worry if you are still not decided what you should be aiming for in life because the next few days will narrow down your options and make it easier to choose.|05-16-2014|virgo
163|You will be somewhat outspoken over the next 48 hours, which is fine, but don’t get carried away and start bringing up issues that others thought had been dealt with weeks, months, even years ago. It’s time you got over them.|05-17-2014|virgo
164|The Sun’s move into the career area of your chart this week will bring new opportunities and make you aware of possibilities you may not have noticed until now. Before you know it you’ll be on your way to the top. It’s where you belong.|05-18-2014|virgo
165|This will be a busy day and if you are not careful you could tire yourself out rushing here, there and everywhere. Keep your workload to a minimum and keep your aims in perspective. What will it all mean one hundred years from now?|05-19-2014|virgo
166|It may seem as if a dream of some kind is not going to come true but more likely the planets are making you wait a bit so that when the things you desire eventually come your way you will appreciate them more. That’s not so bad.|05-20-2014|virgo
167|You have been waiting in the shadows long enough. Now is the hour when you step out into the world and claim your spot center stage. The Sun’s move into the career area of your chart will encourage you to be more ambitious.|05-21-2014|virgo
168|If you want to make an impression on people in positions of power now is the time to make your move. The Sun in the career area of your chart urges you to do something drastic, something that makes others sit up and take notice.|05-22-2014|virgo
169|Over the next few days you will get the chance to put some of your big ideas to the test. One of those ideas could turn your life around and send you off in a direction you never even considered before. Don’t be afraid to take risks.|05-23-2014|virgo
170|You will throw caution to the wind over the next 48 hours and that’s a good thing. Success to one degree or another is guaranteed and the more you put yourself out there the more you will enjoy yourself. What’s not to like!|05-24-2014|virgo
171|Think seriously about your ambitions. Would you like to change them in some way? If so, now is the time to make your plans and let others know that you are serious about changing your life. You may be surprised how supportive they are.|05-25-2014|virgo
172|People in positions of power will make demands on you over the next few days that you may find hard to meet. The most important thing is that you stay calm and keep your mind free of fear. Always think logically and always act quickly.|05-26-2014|virgo
173|If you are in any way dissatisfied with your lot, now is the time to do something about it. The approaching new moon means that changes are good for you, especially those to do with your career. You will soon be moving up in the world.|05-27-2014|virgo
