|horoscope|pub_date|zodiac
29|The approaching new moon will make it abundantly clear what needs to be done to sort out a work or health problem of some kind. Actually you’ve known for a while but you keep putting it off. This time you must act quickly and decisively.|12-30-2013|leo
30|Try not to get upset about anything today, especially issues that are trivial in the extreme. The planets warn that your health could suffer if you get too emotional, so be positive and avoid negative thinking — and negative people. |12-31-2013|leo
31|You may feel so good about yourself now that you believe you can push yourself harder than ever before and not worry about the consequences. Push yourself hard if you must but give yourself plenty of rest as well. Balance is essential.|01-01-2014|leo
32|Your confidence may sink a bit today but it’s only a passing phase so don’t worry about it. Most likely you are the only one whowill notice anyway. A Leo who lacks confidence still looks and sounds like a winner to everyone else.|01-02-2014|leo
33|Your mind is extraordinarily active at the moment and that’s good, but make sure you write down any insights you have otherwise you may forget them by the end of the day. Carry a pen and notebook with you at all times.|01-03-2014|leo
34|You may not see the point in what you are being asked to do, but as it is for someone you respect and look up to, you will do it anyway. Don’t worry, everything will fall into place and make sense come Monday morning.|01-04-2014|leo
35|Be careful you don’t miss something that is small but important over the next few days. Set aside some time in your busy schedule for looking at the bigger picture – once you “get it” the details will start to make more sense too.|01-05-2014|leo
36|There may be a certain amount of tension in the air over the next few days and it may even linger until Mercury changes signs next weekend. It won’t cause you any major problems but try not to snap at people for no good reason.|01-06-2014|leo
37|Everything must be in its proper place, and if it isn’t then someone is going to get the blame — and it won’t be you. You may be easy-going most of the time, but sometimes you are like your next-door-neighbor sign Virgo — obsessed by details. |01-07-2014|leo
38|No matter how unsettling the changes that are now taking place may be keep telling yourself that in the long-term they will work in your favor. Your life story is unfolding and evolving exactly as it should. You don’t have to change a thing.|01-08-2014|leo
39|This is a good day for friendship and even more so for romance and if anyone is of the opinion that you lack passion they will soon see the error of their ways. When a Leo gets fired up the heat is enough to melt the coldest of hearts.|01-09-2014|leo
40|If you have done something you are proud of then shout about it and let everyone know. You are no stranger to drawing attention to yourself but this is one of those occasions when you have every right to go on a lap of honor.|01-10-2014|leo
41||01-11-2014|leo
42|Flattery will get you almost everywhere this week but it won’t get you the one place you really want to go. As a Leo you demand honesty of other people, so why should they not demand honesty of you? Just tell the truth.|01-12-2014|leo
43|You may know what you are after but you still need help in getting it. If you don’t ask for assistance today you may find yourself being left behind on the work front. Next time, try not to take on so many tasks all at once.|01-13-2014|leo
44|It might be a smart idea to take a closer look at howyou organize your everyday affairs. Start thinking of ways you can make your routines simpler and your chores less of a burden. One way, of course, is to get others to do them for you.|01-14-2014|leo
45|You will fall out with someone you usually get along with today, most likely because you cannot agree on issues of a philosophical nature. Fortunately, you will also find it easy to make up and be friends again, so it’s no big deal.|01-15-2014|leo
46|Don’t take it personally if family and friends are hard to get through to today: it seems they have a lot on their minds at the moment. If there are issues you need to discuss, wait until tomorrow when they won’t be quite so worried by life.|01-16-2014|leo
47|Today’s Mercury-Uranus link will give you an advantage in that it helps you see things way ahead of everyone else. However, other aspects warn that what you see over the weekend may be misleading, so don’t get carried away.|01-17-2014|leo
48|Relationships of one sort or another will be much on your mind this weekend but don’t make any major decisions until the Sun changes signs on Monday. Only then will you begin to see what certain people really mean to you.|01-18-2014|leo
49|The Sun moves into the partnership area of your chart on Monday, making it easy to persuade those you live and work with to see things your way. Even if it turns out later that your way is the wrong way they will happily forgive you.|01-19-2014|leo
50|For the next few weeks the Sun will be moving through your opposite sign of Aquarius, so opposition of one kind or another is to be expected. Make things easy for yourself: take others’ needs and wishes into consideration more often.|01-20-2014|leo
51|Now that the Sun is transiting your opposite sign of Aquarius you must make an effort to see things from alternative points of view. Also, don’t criticize people you care for just because they fail to live up to your high standards. Nobody ever does.|01-21-2014|leo
52|Someone’s negative attitudes are getting you down more than you care to admit, so if you have been thinking of bringing a partnership to an end now is the time to be decisive. Don’t feel sorry for them – it’s your peace of mind that matters.|01-22-2014|leo
53|Someone you live or work with is harboring a secret grudge and if you say the wrong thing they will find a way to use it against you. Think before you speak and make sure you know what you are talking about. Is that so hard?|01-23-2014|leo
54|Honesty is essential if you are to resolve an issue that has been dragging on forever. But that does not only mean you being honest with others, it also means others being honest with you. Encourage them to speak up. Find out what they think.|01-24-2014|leo
55|You must be under no illusions as to what is important and what is not – and what you stand to lose if you get them mixed up. Be on your guard when making deals with people whose motives are vague. They could be up to no good.|01-25-2014|leo
56|No matter how bad your own situation may be you must make time to help partners and loved ones solve their problems. They need someone with your no-nonsense nature to give them the kick start they need. You can do that.|01-26-2014|leo
57|If you work with the planets this week you will find ways to shape your destiny. If you work against them your destiny will still change but maybe not in ways you feel comfortable with. Find which way the wind is blowing and blow with it.|01-27-2014|leo
58|Although you think you know what is going on you would still be wise to wait a day or two before making any major decisions. In fact, for best results bide your time until Thursday when the moon is new in your opposite sign. What’s the rush?|01-28-2014|leo
59|Your aims and ambitions may seem impractical to some, but so what? The approaching new moon will give you a head start on your rivals, and no matter how far behind you may be at this moment, you will soon be ahead of the pack.|01-29-2014|leo
60|Whatever goals you set your sights on over the next few days you will reach them with ease. But don’t spend all your time and energy on work: this is potentially one of the best days of the year for affairs of the heart.|01-30-2014|leo
61|There may be a thousand and one chores you would like to avoid but you can’t, so don’t waste time on wishful thinking. Positive thinking, however, is to be encouraged, so imagine you are having the time of your life. Your thoughts will make it happen.|01-31-2014|leo
62|A project will have to be postponed for a while, which won’t please you, but in the long-term it will work out fine. In fact a delay is just what you need as it will help you get your ideas together. You must be clear about your aims.|02-01-2014|leo
63|You won’t have to make much effort or spend much money to get what you desire over the next few days. Your powers of persuasion have rarely been higher and if you ask for something you will get it with no questions asked.|02-03-2014|leo
64|It might be tempting to work even harder and faster but you will accomplish more in the long-term if you start slowly and think about what you are doing. And don’t let colleagues and employers pressure you into doing too much.|02-04-2014|leo
65|Anyone who thinks they can trick you into doing something that is not in your interests is in for a rude awakening. One such individual will try to put one over on you today, but they will end up looking extremely foolish. |02-05-2014|leo
66|Unexpected events will disrupt your routine today and, to say the least, you won’t be happy about it. But as there is nothing you can do to change things there’s really not much point getting uptight about it, is there? Stay calm and carry on.|02-06-2014|leo
67|You need to make a decision about a partnership or relationship matter. If you don’t the issue will be taken out of your hands and other people will make the decision for you – and almost certainly they won’t do what pleases you.|02-07-2014|leo
68|It’s time for a clear-out. There are a number of things in your life that you no longer need, so make a list of what they are then get rid of them all in one go. You can be surprisingly ruthless when you put your mind to it!|02-08-2014|leo
69|Steer clear of other people’s disputes today. No matter how well-intentioned you may be you are likely to end up supporting the wrong side, which won’t do your reputation for picking winners much good. The only side you need to be on is your own.|02-10-2014|leo
70|The planets are encouraging you to go with the flow and let others call the shots for a while. Being a Leo and a natural born leader that may not be easy but every now and again it’s good to take a back seat for a change. |02-11-2014|leo
71|You must deal with a money worry you have been doing your best to ignore. Now that Mercury is about to begin one of its retrograde phases you will have to be totally honest with yourself, because no one else will be.|02-12-2014|leo
72|Like everyone you have secrets and one particular secret could be dangerous if other people get to know about it. Make sure you don’t say or do anything today that might give your opponents a clue as to what you’ve been up to.|02-13-2014|leo
73|Not everyone will agree with what you intend to do this weekend but that won’t worry you in the slightest – in fact you rather enjoy going against what the so-called experts say is the right way of doing things. You know better.|02-15-2014|leo
74|If you need to make changes to a partnership of some kind then do so today because once the Sun begins a new cycle tomorrow it won’t be so easy. Also, if you negotiate changes now you won’t have to pay too much for them.|02-17-2014|leo
75|You cannot afford to back down today. The planets warn if you give ground once you will be expected to give ground again and again and soon you will be in full retreat. Leos are supposed to be stubborn, so dig in your heels (and claws).|02-18-2014|leo
76|Steer clear of people who seem to enjoy talking about their worries and woes. It may make them feel good to feel bad, but it will bring you down from your high and spoil what might otherwise be a marvelous day. Be upbeat at all times. |02-19-2014|leo
77|It will pay you to be a bit more ruthless today, especially when dealing with people who always seem to get more out of your relationship than you do. Look tough, talk tough and, when the time comes, act tough too. Earn their respect.|02-20-2014|leo
78|You will discover something new about a friend or colleague today and although it may shock you a bit you will also be impressed, not least because they managed to keep it a secret so long. But don’t go telling everyone. It can still be private.|02-21-2014|leo
79|With the Sun linked to Neptune, planet of generosity, the only real danger this weekend is that you might be too giving and forgiving for your own good. Be warned that some people will take advantage of you if they get the chance.|02-22-2014|leo
80|You need to be careful where business issues are concerned this week, and if you are offered some kind of deal you must investigate it thoroughly. The devil is in the details and if you miss the small print you may have to pay.|02-23-2014|leo
81|Focus on what you own and earn and make sure you are getting paid the right amount for your considerable talents. If you allow yourself to be cheated out of small amounts now you will be cheated out of larger amounts later on.|02-24-2014|leo
82|You seem to be in one of your more impulsive moods and that could lead to something good . . . or something bad. You will get yourself into some risky situations – the sort you like best – but you know how to get out of them too.|02-25-2014|leo
83|Be careful you don’t get swept along by events and end up doing things you might later regret. It’s rarely a good idea to follow the herd and someone with your switched on and enquiring mind has no need to let others think for them.|02-26-2014|leo
84|Be careful what you ask for over the next two or three days because you are likely to get it. Why could that be a problem? Because the responsibilities that go with it could take away a lot of the fun. Only say it if you mean it.|02-27-2014|leo
85|A friend or loved one will speak their mind today and what they have to say will undoubtedly shock you. You never realized they could be so passionate, or so angry. Well, now you know, so what are you going to do about it?|02-28-2014|leo
86|Something that has been worrying you for ages will no longer be a problem after today. Money matters, especially, will look much more positive than they have done for a very long time. One way or another you will get what you need.|03-01-2014|leo
87|You will be under a lot of pressure this week, but nothing will happen that you cannot handle, so keep your wits about you and don’t give in to panic. You have what it takes to win in all kinds of situations, so believe in yourself.|03-02-2014|leo
88|The week ahead will be busy in the extreme but you’re ready for the challenges that will come your way – in fact you’re eager for them. Don’t wait for others to take the lead, take it yourself and inspire others to follow you.|03-03-2014|leo
89|Someone whose personality is as strong as your own will refuse to follow your lead today and, to say the least, you won’t be too happy about it. But what can you do? Let them do their own thing. You don’t need them anyway.|03-04-2014|leo
90|Venus, planet of love, moves into the relationship area of your chart today, so anything of a partnership nature will go well. No matter how busy you may be at work take time to remind that one special person how much they mean to you.|03-05-2014|leo
91|You will no doubt wonder what the catch is when someone in a position of authority offers you something you have long desired, but there is no need to be suspicious. They are not setting you up to knock you down. Not this time anyway!|03-06-2014|leo
92|The planets urge you not to plan too far ahead because even routine matters are likely to change over the days, weeks and months to come. You also need to be a bit more flexible. Know when it is in your interests to change course.|03-07-2014|leo
93|Anything you do on impulse today and tomorrow will most likely work out well. Your impatience with restrictions, especially in your career, may cause some friction but it will also impress those above you in the workplace hierarchy.|03-08-2014|leo
94|It’s okay to put off a task that not only does not have to be done right away but which you can easily get others to do for you. What happens over the next seven days is likely to make it irrelevant anyway, so why worry?|03-09-2014|leo
95|Try not to commit yourself to anything that cannot be changed at a moment’s notice. The planets are unsettled to say the least, so keep things fluid and be prepared to drop what you are working on and start something new and exciting.|03-10-2014|leo
96|Try not to worry about personal or money problems. The cosmic picture suggests that your state of mind will be much more positive once next weekend’s full moon has swept away certain doubts and obstructions. No, the sky is not about to fall!|03-11-2014|leo
97|You know just what to say and do to win friends and relatives round to your way of thinking. Whether your way of thinking is correct is, of course, another matter entirely – but since when do Leos worry about little things like that?|03-12-2014|leo
98|If you don’t want to do something then leave it. Others may moan that you should be making more of an effort but they’re wrong. You should work only on things that interest you. Anything else can safely be left to another day, or year.|03-13-2014|leo
99|Are you promising more than you can deliver? Maybe, but your confidence is so high at the moment that the thought of failure does not cross your mind, which in turn makes success more likely. Will you be able to deliver the goods? We’ll see!|03-14-2014|leo
100|You may be a bit short of cash this weekend but you have only yourself to blame. If you are honest you will admit you have been rather extravagant of late. Take it as a gentle reminder that you need to get your financial house in order.|03-15-2014|leo
101|The Sun crosses one of the more dynamic angles of your chart in midweek and inevitably the pace of life will pick up – and about time. The past few weeks have been a bit of a slog. Now, at last, you can have some fun.|03-16-2014|leo
102|Everyone makes mistakes, so don’t beat yourself up just because you got something wrong. The important thing is that you recognize where you made an error and resolve not to make it again. Failure can often be a stepping stone to success.|03-17-2014|leo
103|Give partners and loved ones room to be themselves. Allow them to go off and do their own thing at their own speed in their own way. If you try to restrict their movements you will succeed only in making them more rebellious.|03-18-2014|leo
104|You may want to make an issue of something but before you do make sure the facts are on your side. Remember, too, that it’s not enough to tell others that they are doing it wrong – they also need to be shown how to do it right.|03-19-2014|leo
105|Nothing matters more than the truth and if you keep that thought in mind over the next few days you won’t go far wrong. The truth may at times be uncomfortable but that is not an excuse to ignore it or to follow illusions rather than facts.|03-20-2014|leo
106|The planets warn that anything you do in haste over the next 24 hours will be repented for days if not weeks to come. Slow down, take your time and make sure you have made the correct decisions before you take any action.|03-21-2014|leo
107|This is one of the best times of the year for you but the current cosmic climate warns you should hold off starting anything new until Monday at the earliest. Only then will you have a clear idea of the road you are destined to take.|03-22-2014|leo
108|You may not agree that someone deserves all the attention they are getting but that’s how it is. Instead of getting angry about it why don’t you do something that pulls the spotlight away from them? You’ve got ten times their star quality.|03-23-2014|leo
109|Don’t let anyone restrict your freedoms. You need to let those who would like to take away your right to think and speak for yourself that you are not having it, that you will fight them all the way. And you must mean it.|03-24-2014|leo
110|You’re not the sort to stick with what you know and trust and that’s good. The more you are on the move today, the more you are meeting new people and trying new things, the more likely it is you will find happiness and success.|03-25-2014|leo
111|Either you will come into money today or you will come up with a plan that makes you money at some stage in the future. If it’s the latter, be patient. Some things are worth waiting for and true wealth is one of them.|03-26-2014|leo
112|If you need help over the next 24 hours then come right out and ask for it. If you wait for others to realize that you require assistance chances are you will never get it – not because they don’t care but because they can’t read your mind.|03-27-2014|leo
113|If someone suggests that you need to prove your commitment to them then maybe you should reconsider the status of your relationship. As far as you are concerned it is a partnership of equals. If they can’t agree with that then say goodbye.|03-28-2014|leo
114|Try not to take life so seriously this weekend. Yes, of course, you have ambitions and responsibilities like everyone else but if you treat life as a gift to be enjoyed rather than a trial to be endured you’ll find things go a lot better for you.|03-29-2014|leo
115|Do something out of the ordinary this week. Do something that not even your best friends would expect of you. Wednesday’s Sun-Uranus link will inspire you to misbehave, to shock, to flout authority. Just be careful you don’t get arrested. |03-30-2014|leo
116|Your dominant position will be challenged over the next few days and you will have to fight hard to retain your status. Anyone who thinks you will roll over and give up obviously does not know you too well, which is a point in your favor.|03-31-2014|leo
117|You may want to be friends with everyone but today’s Sun-Jupiter link warns you need to be discerning. The fact is there are some people who you will never get along with because you are on different emotional and intellectual levels.|04-01-2014|leo
118|Someone will make a big deal of something that to you is of no real significance. There is no point trying to reason it through because reason is an alien concept to them at the moment. Stay out of their way until they come to their senses.|04-02-2014|leo
119|You seem to be working harder than ever of late but are you working for yourself or are you working for other people? That’s the question you most need to ask today and if the answer is the latter you will need to make changes.|04-03-2014|leo
120|If there is something important that needs to be done over the next two or three days then get on with it and ignore those who say you’re not up to the task. They have no idea what you are capable of – though they will soon find out!|04-04-2014|leo
121|Money matters and business issues seem to be worrying you quite a bit of late but you can make things easier for yourself this weekend by letting partners and loved ones take decisions for you. Can you trust them? Yes you can.|04-05-2014|leo
122|You can expect some kind of good fortune over the next few days, although it may not be of a material or financial nature. Most likely your mind will be opened to new and uplifting ideas – and that’s worth much more than money.|04-06-2014|leo
123|Get out and about. Do something different and exciting. This is a great time to take the kind of break where you get away from routine matters and challenge yourself to have as much fun as is humanly possible – and that’s a lot!|04-07-2014|leo
124|Do you like a challenge? Of course you do and that’s just as well because if you want to remain a contender, especially on the work front, you will need to up your game over the next two or three days. Winning is everything.|04-08-2014|leo
125|Others may have doubts about what you are doing but you have no doubts at all and will push ahead regardless. The Sun in Aries endows you with loads of energy and almost limitless self-belief and that’s a combination that can’t be beaten.|04-09-2014|leo
126|Try not to expose yourself to any kind of situation where you do not have full control over what happens. Your confidence may be high at the moment but that will not protect you from people who do not share your sense of fair play.|04-10-2014|leo
127|Over the next week or so you will find yourself thinking more and more about your career and your long-term ambitions. The need to make money may be a motivating factor but the most important thing is that you work at something you love.|04-11-2014|leo
128|Today’s Sun-Saturn link urges you to be cautious but not so cautious that you fail to do anything at all. If you get the urge to travel that’s fine but make sure loved ones know where you are going and when you’ll be back.|04-12-2014|leo
129|The planets warn you need to make up your mind soon about where you intend to be six months from now. Within a matter of days a new opportunity will knock at your door but you need to be ready to make a long-term commitment.|04-13-2014|leo
130|Don’t try too hard to stay on top of your workload today. The deadlines you have set yourself are unnecessary – no one will think less of you if you fail to meet them. Why make such a big effort when you really don’t have to?|04-14-2014|leo
131|By all means listen to what friends and family members have to tell you but don’t think for a moment it’s all true. Act on the assumption that you have not yet heard the whole story. Use your intelligence to fill in the gaps.|04-15-2014|leo
132|You may have to defend what you believe in today, and you should do so with every weapon at your disposal. Don’t ever forget that you are as entitled to your viewpoints and opinions as other people are to their own. And yours are better!|04-16-2014|leo
133|Someone in a position of authority is watching you closely and if they like what they see you could be in for a promotion or a pay rise – or both – when the Sun moves into the career area of your chart at the weekend. Look and act sharp!|04-17-2014|leo
134|You will accomplish more over the next two or three days if you can get yourself out of the habit of trying to do everything on your own. Working with others may not always be fun but you don’t have to like people to get things done.|04-18-2014|leo
135|You must be clear in your mind what it is you are aiming for, especially in your career, because if you have doubts you may waste a golden opportunity to get ahead in the world. Whatever you do, make sure you’re the best.|04-19-2014|leo
136|There is no doubt you have big ambitions and there is no doubt you will go far but you don’t have to act in haste. The Sun remains in the career area of your chart for the next four weeks, so take your time and make the right decisions.|04-20-2014|leo
137|As Uranus, planet of changes, squares up to Pluto, planet of power, over the next 24 hours you will understand why it is wrong to try to force people to do things against their will, even in a good cause. Put simply: it doesn’t work.|04-21-2014|leo
138|You can be a bit impetuous at times and the planets warn you must make sure you know what is going on before jumping head first into situation you know little about. Let others make the first moves – and give them a push if needs be.|04-22-2014|leo
139|Mercury, planet of the mind, crosses the career angle of your chart today, which means you will no longer be able to kid yourself about what is and is not possible, especially on the career front. It’s time to get serious about your ambitions.|04-23-2014|leo
140|With both the Sun and Mercury moving through the status area of your chart you will make friends with the right sort of people and there is no telling where that might lead. Get to know some VIPs – and very soon you’ll be one yourself.|04-24-2014|leo
141|Make sure you get value for money today because if you don’t take care of your cash others will get rich at your expense. You may not care now how much things are costing you but you will care later when you can no longer afford them.|04-25-2014|leo
142|This weekend’s cosmic influences will help you break free of situations that are holding you back from fulfilling your true potential. But it won’t just happen as if by magic – the desire and the effort, as always, must come from you.|04-26-2014|leo
143|A solar eclipse in the career area of your chart this week will inspire you to accomplish remarkable things. Set your sights high, believe in yourself, then act on that belief. Almost immediately your dreams will start to come true.|04-27-2014|leo
144|Put yourself forward and show what you can do. Employers and others in positions of power are looking for people who are decisive, for people who have no doubts, for people who are prepared to risk all to gain all. And that’s you.|04-28-2014|leo
145|Today’s solar eclipse in the career area of your chart will give you the energy and the confidence to put yourself forward and let people in positions of power and authority know you are special. This is no time for false modesty Leo!|04-29-2014|leo
146|You will come in for criticism of some kind today but if you are smart you will ignore it completely. At best it is misguided, at worst it is sour grapes. The simple fact is some people envy you for being such a larger-than-life character.|04-30-2014|leo
147|If a project does not seem to be working out or if your ultimate goal is as far away as ever, perhaps you should take it as a sign that something is wrong. It’s not too late to change course – only your ego is holding you back.|05-01-2014|leo
148|Slow down and give your physical, mental and emotional batteries a chance to recharge. The good news is you have already made a big impression on someone in a position of power – you really don’t have to keep proving yourself.|05-02-2014|leo
149|Don’t push too hard to change things this weekend, either in your personal life or at work. The planets indicate you will achieve more in the long-term if you react to how things happen rather than try to make them happen for yourself.|05-03-2014|leo
150|Make sure your voice is heard this week. And remember it’s not about how loud you shout but how well your know your facts and how confidently you express them. You’re a leader by nature and others will want to follow you.|05-04-2014|leo
151|You will be much in demand socially today but you must choose carefully among the many invitations you receive because you won’t have the time or the energy to say yes to them all. Which of them will further your status the most?|05-05-2014|leo
152|The planets warn that you may have deviated from your blueprint by a small amount, so maybe you should stand back from what you are working on and make sure it is still going according to plan. If not, make whatever changes are necessary.|05-06-2014|leo
153|The message of the stars for you today is that you must allow friends and family members to make more decisions for themselves. Over the past few weeks you have insisted on taking the lead but now it’s time to give others a chance.|05-07-2014|leo
154|It’s good that you know how to be assertive when dealing with important people but the planets warn you must not go too far. If you break the rules over the next 24 hours someone higher up the ladder than you will make you pay for it.|05-08-2014|leo
155|Make sure you do not commit yourself to anything you cannot back out of later, especially if there is money at stake. Most of the time your instincts can be trusted but this may be the one time in a thousand when they let you down.|05-09-2014|leo
156|The Sun in the career area of your chart makes you ultra ambitious but as Saturn, planet of limitation, is also strong this weekend you may have to rein in your aspirations, at least for a while. That’s okay – you don’t have to do it all at once.|05-10-2014|leo
157|Don’t be too hard on yourself this week. Not even a Leo can get it right every time and if something goes badly wrong you should put it down to experience and move on quickly. There are still plenty of successes coming your way.|05-11-2014|leo
158|Something you have kept secret for a long time will come to the surface over the next few days. In a way it will be a relief as you will no longer have to play silly games and pretend to be who and what you know you are not.|05-12-2014|leo
159|You will be extraordinarily assertive on the work front over the next few days, which is good, but you could also annoy people who think you are trying to usurp their position. You must stay on good terms with those in positions of power.|05-13-2014|leo
160|The Sun in the career area of your chart is on your side but other forces are at work that are trying to deny you the chance to move up in the world. Don’t give in to negative people or the negative thoughts they try to sow in your mind.|05-14-2014|leo
161|No matter how many things may have gone wrong in your life in recent weeks your luck will change for the better today. Actually luck has little to do with it. It’s your attitude that creates your world, so start smiling – and winning – again.|05-15-2014|leo
162|You may not be a team player by nature — unless it’s as the team leader — but cooperation has its benefits and what you do with other people today will have a bigger effect than what you do on your own. Everyone benefits.|05-16-2014|leo
163|You will be in the spotlight this weekend, which is nothing new, but don’t expect others to be as admiring as they have been of late. If there are any flaws in your act you must expect those who envy your popularity to point them out.|05-17-2014|leo
164|Friendships are always important but they will assume even greater significance this week, especially if you are the sort of Leo who is aggressively ambitious. You can’t do it all on your own – but with powerful friends all things are possible.|05-18-2014|leo
165|Something you thought was going well may suffer an unexpected setback over the next 24 hours. Whatever the cause and whatever the consequences it is not the end of the world, so don’t overreact. You’ll come up with a solution.|05-19-2014|leo
166|You don’t have to commit yourself to something if it doesn’t feel right. Others may try to make you feel guilty about leaving them in the lurch but it is your own needs that take precedence. Always be true to yourself.|05-20-2014|leo
167|Get out and about and meet people who share your way of looking at things. On an individual level there is only so much you can do, but acting with others all things become possible. Change your outlook and change the world too.|05-21-2014|leo
168|Others will be happy to do what you ask of them today, so long as they feel that you value their efforts. Say all the right things and push all the right buttons and chances are you won’t have to lift a finger yourself!|05-22-2014|leo
169|It may seem as if you have reached your limits or hit some kind of wall but don’t give up. There are plenty of people out there who will happily help you out but what you need to realize is they can’t read your mind. If you need help – ask!|05-23-2014|leo
170|Everyone has a talent, everyone was born with a special gift, and your aim now is to identify what it is you are really good at and make it the centerpiece of your life. Fame and fortune are yours for the taking – if you really want them.|05-24-2014|leo
171|Forget about doing things purely for yourself and try to do what benefits the world as a whole, or at least a wide range of people. What you need to remember is that what you do for others always comes back to you in the end.|05-25-2014|leo
172|There is so much you want to do in life but you are beginning to wonder if time and opportunity have passed you by. No they have not. It’s not really about time, it’s about motivation. What can you do now, this very minute? So do it!|05-26-2014|leo
173|Friendships and group activities are highlighted today and throughout the week, so don’t you dare spend all your time indoors. Get out into the world and mix with all sorts of people – every one of them will have something to teach you.|05-27-2014|leo
174|If you need advice of any sort today don’t be afraid to ask your friends what they think. The current new moon means they will help in any way they can, but you need to ask them first – they won’t just offer their opinions.|05-28-2014|leo
175|Your confidence will get a boost today and you will be a lot more relaxed about your social and professional status. One door may have closed to you but within a matter of days another door will open. Have the courage to walk through.|05-29-2014|leo
