|horoscope|pub_date|zodiac
1330|A positive attitude in the face of adversity is often enough to turn the tide, so look on the bright side today and don’t worry about tomorrow. The surge of confidence you feel should be enough to see you through this difficult phase.|10-02-2014|pisces
1331|You will find yourself attracted to an idea that is, to say the least, a little bit unusual over the next 24 hours. That’s okay. Even people as traditional as you have moments when their minds leap to a higher level. This could be one of them.|10-03-2014|pisces
1332|If you are convinced that a certain course of action is correct then go ahead and do it. Of course, deep down you may not be as convinced as you claim to be, but your Leo flair will see you through – it always does.|10-04-2014|pisces
1333|You may have to cause a bit of a scene over the next few days, especially if people expect you to do things you feel uncomfortable with. Far from damaging your reputation your assertiveness will be noted and admired. But don’t push it too far.|10-05-2014|pisces
1334|Emotions will run deep over the next few days, both your own and other people’s, so don’t be surprised if there are a few tears. But don’t take them too seriously either. In the greater scheme of things nothing of substance is likely to change.|10-06-2014|pisces
1335|Have faith in what your instincts tell you, even when the so-called experts tell you something completely different. What happens over the next few days will prove you right in every way, so stick to your guns – you’ll get the last laugh.|10-07-2014|pisces
1336|Don’t be fooled if a rival suddenly appears to give in over something you have been arguing about for weeks. Yes, it’s possible they are sincere but the lunar eclipse suggests otherwise. It will pay you to be suspicious over the next 24 hours.|10-08-2014|pisces
1337|You will learn as much from your mistakes today as you do from your successes, so be of good cheer and expect an upturn in your fortunes very soon. Not even a Cancer can get it right each and every time, but you get it right more than most.|10-09-2014|pisces
1338|It’s important that you are honest with yourself about the position you are in but you also need to be more optimistic. The fact is your financial situation is nowhere near as bleak as you have been painting it – and a solution is very close at hand.|10-10-2014|pisces
1339|A work or career difficulty you encounter this weekend can only be resolved if you approach it from an unusual angle. Whatever else happens don’t lose your temper because that will signal to rivals that they’ve got you on the run.|10-11-2014|pisces
1340|You can sense that something important is about to happen, something that will turn your world upside down. There is no reason to feel apprehensive – the planets suggest that whatever changes come about you will benefit in remarkable ways. |10-12-2014|pisces
1341|You must not be careless today. You must maintain 100 per cent concentration in what you are doing, even if you think you know all the moves by heart. Neptune’s deceptive influence could easily trip you up over the next 24 hours.|10-13-2014|pisces
1342|The best way to solve a relationship issue is not to issue ultimatums but to show a genuine interest in why the object of your affection seems so negative at the moment. Maybe it was something you said. Maybe you just need to un-say it.|10-14-2014|pisces
1343|Why have you been singled out for so much good fortune? Who knows. Who cares. The fact is that both at home and at work others are going out of their way to make life fun for you. Go out of your way to enjoy it.|10-15-2014|pisces
1344|You need to be more flexible when it comes to emotional relationships. With so much cosmic activity in the domestic area of your chart loved ones may be difficult to handle but will respond favorably if you approach them with gentle understanding.|10-16-2014|pisces
1345|You may not be looking forward to a social event of some kind but the planets indicate if you make the effort to enjoy yourself you will be surprised how much fun you have. Go on, get up and dance – you know you want to.|10-17-2014|pisces
1346|It does not matter in the slightest what others think about you and what you are doing. If they want to be critical, that’s up to them but you don’t have to listen, or care. Be who you want to be and do what you want to do.|10-19-2014|pisces
1347|You are in a practical frame of mind at the moment and that’s good because there are a number of everyday issues that need to be dealt with. Focus especially on money matters over the next 24 hours and remember: cash is king.|10-20-2014|pisces
1348|Pluto in your opposite sign of Capricorn may seem to be undermining friendships and relationships but what it is really doing is testing how strong they are. What happens over the remainder of the week will make clear who you can trust, and love.|10-21-2014|pisces
1349|So many things in your life need to change and tomorrow’s eclipse means this is the time to gets serious about them. Creatively and romantically you need to identify your highest ideals and accept nothing less than perfection.|10-22-2014|pisces
1350|No matter how difficult the past few weeks have been – and there were times when you could have screamed – what comes next will restore your faith in yourself, if not yet the whole of humanity. Today’s solar eclipse will in some way delight you.|10-23-2014|pisces
1351|It’s not often you need to be told to keep your feet on the ground but with so much fantastic cosmic activity taking place it will be easy to get carried away. Enjoy the good things that come your way, but never take them for granted.|10-24-2014|pisces
1352|As from this weekend relationships will become easier to handle, not least because you are no longer prepared to put up with certain people’s negative behavior. There are times when you need to get tough and this is one of them.|10-25-2014|pisces
1353|As a cardinal sign you like to make quick decisions and you would prefer to make a wrong choice than no choice at all. But not everyone is like you and you may feel a bit frustrated today with someone who just can’t get their act together.|10-26-2014|pisces
1354|If you measure success in terms of winning and losing then, inevitably, you will never be truly satisfied. Real success means being a better person today than you were yesterday or the day before. Make that your yardstick this coming week.|10-27-2014|pisces
1355|The most important thing now is that you simply refuse to settle for the same old way of doing things. Something you see or hear will stimulate your imagination and make you realize there are many ways you can make life more interesting.|10-28-2014|pisces
1356|According to the planets you want to do one thing but your subconscious mind says you should be doing something else. What you end up doing is actually of secondary importance. What matters is that you do something – right now.|10-29-2014|pisces
1357|If you try to limit someone’s freedom today you could find it rebounds on you. Better by far to give them the space they require and the encouragement they crave. It’s unlikely they will wander too far without your approval.|10-30-2014|pisces
1358|What you think is important and what really is important may be easily confused over the next 48 hours, so keep things simple. If you let your mind wander your life could get a lot more complicated than it needs to be.|11-01-2014|pisces
1359|You may be eager to push ahead with a plan of some sort but you won’t get far if you try to go at it alone. Take your time, make alliances and do it right. Thursday’s full moon should remove any obstacles still in your path.|11-02-2014|pisces
1360|You won’t lack for confidence today but common sense may be harder to come by. Make sure you know what you are letting yourself in for before agreeing to part with cash or support a creative project that is under other people’s control. |11-03-2014|pisces
1361|A creative or romantic problem may seem to have no logical answer but only because you are looking at it from a negative angle. Raise your sights and it will quickly become apparent what needs to be done. Then you must do it.|11-04-2014|pisces
1362|Be sensible and stick within your natural limits. It may be tempting to go beyond what you know you are capable of but the planets warn your calculations could easily be wrong – and that could be costly in more ways than one. |11-05-2014|pisces
1363|Be a bit outrageous today. Do something that is guaranteed to shock those who see you as the kind of person who never makes waves. Too many people have been taking you for granted of late. Time to shake them up a bit.|11-07-2014|pisces
1364|If your feelings for a particular individual are not as positive as they appear to believe you will do more harm than good pretending that they are. Honesty is essential today and over the weekend, especially in affairs of the heart.|11-08-2014|pisces
1365|Be generous with someone who isn’t always so generous to you. It will do you good to treat this person well no matter what problems they may have caused you in the past. Forgiveness cures all ills both real and imagined.|11-09-2014|pisces
1366|Today’s Mars-Pluto link in your opposite sign of Capricorn could create a false sense of urgency – you feel if you don’t take action immediately you will miss your chance. That simply isn’t true. Take your time and make your next move the right move.|11-10-2014|pisces
1367|Your instincts may tell you that what you are planning to do will be unpopular with certain people but that is a pretty good reason for doing it. You don’t care about being popular, you care only about being right.  |11-11-2014|pisces
1368|Are you happy with who you are and what you are doing with your life? If so, why are you so concerned what other people think about you? You don’t have to conform to a certain way of living simply because you think it is expected of you.|11-12-2014|pisces
1369|You can quite easily patch up a relationship which, for one reason or another, has turned sour in recent weeks. Make the first approach and you will be heartened to learn that a loved one is as eager to kiss and make up as you.|11-13-2014|pisces
1370|If you approach a work or relationship problem from a predictable angle then you will get a predictable answer. But if you creep up on it you may discover something you had not noticed before – that it’s not really a problem at all.|11-14-2014|pisces
1371|Try to see things from a loved one’s point of view before criticizing what they are doing. Different people have different needs and different aspirations, so focus on your own desires this weekend and try not to be so judgmental. |11-15-2014|pisces
1372|Be honest about what you desire, even if there is little chance of getting it. Some things take time to develop and you certainly won’t change other people’s attitudes overnight, but you can put down a marker for the future.|11-18-2014|pisces
1373|Don’t waste time wishing you were somewhere else or doing something else. The fact is you are exactly where you need to be and you are doing exactly what you are supposed to be doing. So do it some more, only better than before. |11-19-2014|pisces
1374|A little of what you fancy will do you good today, but don’t go overboard and consume too much or you could make yourself sick. This will be a lively and progressive day but you must strike the right balance between giving and taking. |11-20-2014|pisces
1375|If you are not 100 per cent certain what you want out of life at this particular moment in time, you will be come the start of next week. Over the next 48 hours your head and your heart will be in perfect harmony. Be amazing.|11-21-2014|pisces
1376|Your attitude to certain issues has changed so much in recent months and today’s new moon will cause you to question even more of what you believe. That’s good. The more you change the happier you will be in the long-term. |11-22-2014|pisces
1377|You may find it hard to disguise your feelings but why should you want to when they are so loving? Showing you care is not a sign of weakness but of strength – and loved ones need to know you are strong enough to protect them.|11-23-2014|pisces
1378|You have been pushing yourself hard of late and if you start this week the way you finished the last one it won’t be long before you break down in some way. The only pressure you are under is the pressure you put on yourself.  |11-24-2014|pisces
1379|Jupiter, planet of expansion, links with Mars today, urging you to rise above the limits you have imposed on yourself. You can and you will accomplish things over the next few weeks that you had previously only dreamed of doing.|11-25-2014|pisces
1380|You need to find a solution to either a money matter or a relationship issue. The way out of your predicament is obvious really but it will also be costly. Either you act now and pay now or pay an even larger penalty later.|11-26-2014|pisces
1381|You must act immediately on what your instincts are telling you. It does not matter if everyone else seems to be moving in the opposite direction, it matters only that you trust what your inner voice tells you – don’t doubt it.|11-27-2014|pisces
1382|Just because one thing you tried went wrong does not mean you are a failure and anyone who says you are is not a friend and must be cut from your life right away. You will always get another chance, and another after that.|11-28-2014|pisces
1383|There may be moments this weekend when you regret making a commitment of some kind but the fact is you signed up and now you must see it through to the end. Whether you enjoy it or hate it depends largely on the attitude you choose to adopt.|11-29-2014|pisces
1384|Because you are so immersed in everyday matters you don’t seem to realize just how fortunate you are. Take time out of your busy schedule to stand back from trivial issues and see the bigger picture. Your place in that picture is about to get bigger.|11-30-2014|pisces
1385|Something you have long taken for granted now turns out to be not so simple after all. Rather than be annoyed, be inquisitive and dig a little deeper into the situation – what you find could send you on a voyage of discovery. |12-01-2014|pisces
1386|You will be called upon to make a daring decision, a decision that only you can hope to get away with. You have a wealth of good ideas but do you have the drive and the determination to do something with them? Of course you do. |12-02-2014|pisces
1387|You may not feel entirely at home with a certain group of people but what you learn from them today will make other areas of your life so much easier to deal with. You are about to gain a new perspective on an old problem.|12-03-2014|pisces
1388|There is only one thing worse than allowing yourself to be anxious about a money matter and that is going right the other way and pretending there is nothing wrong at all. A sensible balance is needed if you are to find a lasting solution.|12-04-2014|pisces
1389|You seem to be on the defensive at the moment and that’s probably no bad thing. Most likely no one is out to get you but it will pay you to be cautious anyway. Your instincts could be trying to tell you something.|12-05-2014|pisces
1390|Don’t let doubt creep in this weekend or it will quickly take control. A full moon in the most sensitive area of your chart makes you easily upset by criticism, so resolve right now to let none of it through your protective Cancerian shell.|12-06-2014|pisces
1391|How important are the material things? How much money is enough? These are the sort of questions you will be asking as the new week begins and you may come up with several wrong answers before the right one comes along. Be patient.|12-07-2014|pisces
1392|Something shiny and new will catch your eye today and you won’t be happy until you possess it. Whether or not you can afford it won’t worry you in the slightest, as least not right now. Will you regret it tomorrow? Who cares! |12-08-2014|pisces
1393|Don’t scatter your energy in too many directions today or you may fail to reach your number one goal. And that would be a shame because there is so much you can accomplish and so many lives you can change in beneficial ways. |12-09-2014|pisces
1394|As Venus moves into your opposite sign of Capricorn today you will find it easier to be more outgoing and sociable and that’s good because you have been a bit too self-obsessed of late. You’re allowed to have fun – and look for love! |12-10-2014|pisces
1395|There is a possibility that you will come into money over the next few days – and a possibility that you will spend it all in record quick time! Mars in the wealth area of your chart warns that others won’t be pleased by your extravagance.|12-11-2014|pisces
1396|Sometimes you can be too trusting for your own good and the planets warn if you believe what a work colleague tells today it will cost you in some way. Either they are deceiving you or someone else is deceiving both of you.|12-12-2014|pisces
1397|There is a task you would like to forget about but the powers that be won’t let you, so you might as well get on with it and get it over with. Make a god job of it though or they may make you do it all over again!|12-13-2014|pisces
1398|If someone tries to force you to do things you don’t want to do it may be because you have given them the impression you don’t mind taking orders. Now you will have to do something extreme to let them know it isn’t true.|12-14-2014|pisces
1399|You need to face up to your problems and you need to let certain people know that you will no longer be their whipping boy. But don’t just say it – do something positive that makes them believe that this time you mean it. |12-15-2014|pisces
1400|This could be a lucky day for you, especially if you are prepared to overcome your own cautious nature and take a risk of some kind. Don’t let anyone tell you that something cannot be done: where there is a will there is always a way. |12-16-2014|pisces
1401|There is no point starting a fight you know you cannot win. For some strange reason you feel you must prove yourself to the world, but that simply is not true. Besides, what does it prove if you end up flat on your back? |12-18-2014|pisces
1402|You will be rather impulsive today and if you make it through to the weekend without some kind of emotional drama you will be very lucky indeed. Or maybe you’re the kind of Cancerian who thrives on a bit of drama now and again?|12-19-2014|pisces
1403|If you make an effort to be pleasant over the next 48 hours and you will benefit in ways you had not expected until well into the new year. Others may be difficult to deal with at times but you don’t have to be like them.  |12-20-2014|pisces
1404|Give up the struggle and do what partners and colleagues want you to do. That may sound like an unacceptable loss of freedom but the planets indicate that it will actually be a lot of fun. You don’t have to be in control all the time.|12-21-2014|pisces
1405|This promises to be an interesting time and many strange things are likely to happen over the next few days. Chances are you will meet people who challenge your worldview and encourage you to look at life in new and exciting ways. |12-22-2014|pisces
1406|If someone tries to interfere in your personal affairs over the next 24 hours you must let them know in no uncertain terms that you’re not having it. Sometimes you have to act tough right from the start and this is one of those times. |12-23-2014|pisces
1407|According to the planets someone will try to pressure you into justifying what you are doing but there is no reason at all why you should play their game. Do what feels right to you and, if others don’t like it, that’s just too bad. |12-24-2014|pisces
1408|Put your own needs first today and ignore those who say you are being selfish. It’s about time certain people were made to realize that you do not exist simply to make life easier for them. It’s not you who is being selfish.|12-25-2014|pisces
1409|It may be obvious that a friend or relative is keeping something from you but there is a very good reason for it. This is one of those occasions when it really is better that you don’t know what is going on. It will keep you from worrying. |12-26-2014|pisces
1410|This is a great time for partnerships, be they personal or professional in nature. With both the Sun and Venus moving through your opposite sign you will find it easy to persuade just about anyone to do your bidding. Take advantage of it! |12-27-2014|pisces
1411|Partners and loved ones are determined to prove their worth, so by all means sit back and let them do the bulk of the work. Let them know you trust them and in return they will find ways to make your life more enjoyable.|12-28-2014|pisces
1412|Be careful what you say today because if you are not absolutely clear about your meaning someone could take your words the wrong way and cause a scene. Polish up your communication skills – you are going to need them this week.|12-29-2014|pisces
1413|Try not to get obsessive about something that is clearly unattainable or you could face all sorts of problems come Thursday when Mars opposes Jupiter across the financial axis of your chart. Not everything that has value deserves to be valued.|12-30-2014|pisces
1414|According to the planets you could easily be panicked into making a move that could be disastrous on all levels. Just because the year is coming to an end does not mean you have to speed things up and take instant decisions. Calm down.|12-31-2014|pisces
1415|This is potentially one of the most exciting times ever and if you find that hard to believe right now, don’t worry – what happens over the next few days will surely convince you. A new year, a new challenge and, maybe, a new you too. |01-01-2015|pisces
1416|This could be a challenging day for a relationship of some sort and you will have to call on your powers of self-control not to get too emotional. Someone needs to keep a clear head – and that someone will have to be you. |01-02-2015|pisces
1417|You seem to be coming in for a lot of criticism of late but don’t worry about it. Some people go out of their way to find fault for no better reason than they resent your popularity and success. Give them something more to resent this weekend. |01-03-2015|pisces
1418|Because tomorrow’s full moon takes place in your birth sign you could get a bit emotional. Looking back from the middle of the week you will wonder what came over you, but even a Cancer loses it once in a while.|01-04-2015|pisces
1419|A full moon in your birth sign means it’s unlikely you will be feeling your best today but that’s okay because friends and family will go out of their way to cheer you up. There really is no reason why you should be depressed. |01-05-2015|pisces
1420|You need to stay on your toes both physically and mentally, because unexpected events will test you to the limit. The good news is that one of those events will bring with it a golden opportunity, the kind that comes around all too rarely.|01-06-2015|pisces
1421|You may feel super confident at the moment but the planets warn you should think long and hard before taking on someone in a position of power. If you feel the need to prove yourself wait until Mars changes signs on the 12th. |01-07-2015|pisces
1422|Start planning your next major career move. The planets indicate that you know what you want and you know how to get it, so move fast and impress people in positions of authority. It won’t be long before you are on the rise.|01-08-2015|pisces
1423|You want to make a good impression on employers and people in positions of authority but you also want to tell the truth – and you may not be able to do both. Be honest today, both with others and with yourself. |01-09-2015|pisces
1424|You may spend a bit too much money this weekend but it’s no big deal. Jupiter, planet of extravagance but also of luck, will bring new opportunities to boost your bank balance. Go on, splash out – you know you want to.|01-10-2015|pisces
1425|Don’t waste time chasing after something you cannot have and which you secretly suspect may not be good for you even if you did manage to get it. Apply your intensity and intelligence to something more deserving of your attention. |01-11-2015|pisces
1426|You want to do something out of the ordinary, something different, something amazing, something outrageous. Only you can decide what that something is going to be but the planets indicate it will be fun, and change your life for the better.|01-12-2015|pisces
1427|Don’t worry if you find yourself moving in the opposite direction to everyone else today because no harm will come of it. Most likely it is they who have got it wrong and you who will be proved right in the long-term. Then you can gloat. |01-13-2015|pisces
1428|Today’s positive cosmic influences suggest you can ask for almost anything you want and partners and loved ones will hand it over with no questions asked. Make the most of it – you know from experience that this kind of luck rarely lasts. |01-14-2015|pisces
1429|You may be short of cash at the moment but you can still find ways to get what you want. Cancer is nothing if not resourceful and if you cannot satisfy your needs one way you will satisfy them another – and it won’t cost you a cent. |01-15-2015|pisces
1430|A few days from now you will look back and wonder why and how you allowed yourself to get so worked up about a relationship matter. Don’t dwell on it though – life always moves on and so should you.|01-16-2015|pisces
1431|You will go out of your way to help someone this weekend, both because you feel it is the right thing to do and because you think you may benefit in some way. If you help them now they will help you even more later on.|01-17-2015|pisces
1432|When the Sun moves into your fellow Air sign of Aquarius on Tuesday you will find that so many of the things you have been worrying about no longer matter. Actually it’s doubtful if they mattered in the first place.|01-18-2015|pisces
1433|If facts and figures don’t add up then you must investigate the matter. Yes, you may annoy a few people but as it’s your reputation and your money that is at stake you cannot afford to take chances. Get to the bottom of it.|01-19-2015|pisces
1434|Work and money matters will be top of your agenda today and for the rest of the week and the planets indicate if you work hard now you will make a name for yourself and make a handsome profit before the end of the month.|01-20-2015|pisces
1435|Something you had high hopes for seems to have come to nothing and, of course, you are disappointed. But don’t dwell on it too long because there are so many other interesting things you could be doing. Don’t waste tears on yesterday’s news. |01-21-2015|pisces
1436|Don’t worry if you fall behind in your schedule today because you will catch up with ease tomorrow when Saturn compels you to act. It’s nice to be on top of your workload but it’s no big deal if you waste time occasionally.|01-22-2015|pisces
1437|Make forgive and forget your motto today. According to the planets it simply is not worth your while continuing some kind of feud – in fact everyone concerned would be delighted if you were to pretend that nothing ever happened.|01-23-2015|pisces
1438|The only danger this weekend is that you could rush into something you are not prepared for, simply because you fear that if you don’t get in first you will somehow miss out. That’s nonsense. Take your time and get it right. |01-24-2015|pisces
1439|You will have to put your nose to the grindstone if you are to reach your goals over the next few days. However, as Venus, planet of harmony, moves into your fellow Water sign of Pisces on Tuesday you’ll find ways to relax as well. |01-25-2015|pisces
1440|This is potentially an excellent time for you but you find that hard to believe. Why? Because Mercury is playing tricks on your mind. Don’t worry, a few days from now something remarkable, and most welcome, is going to happen. |01-26-2015|pisces
1441|It may seem as if your fate is in the hands of other people, and maybe it is, but that is no reason to worry. On the contrary, if you let partners take the big decisions today you will benefit both professionally and financially.|01-27-2015|pisces
1442|Keep your eyes and ears open today because something you see or hear could be the final piece in a puzzle that has been causing you sleepless nights. No doubt you will kick yourself mentally when you realize how simple it was. |01-28-2015|pisces
1443|You need to get tough today, firstly with yourself for being far too wasteful of late, then with those who seem to believe that you exist only to make life easier for them. Looks like they will be on a steep learning curve. |01-29-2015|pisces
1444|Mars and Pluto are nicely aligned today and you could not wish for a better influence to get things done. It is, of course, up to you what you choose to do with your time and your energy but whatever it is you must do it BIG.|01-30-2015|pisces
1445|Venus in your fellow Water sign of Pisces makes it so much easier to get along with people, even those you don’t like for one reason or another. Even if you fall out with someone this weekend you will very soon be friends again.|01-31-2015|pisces
1446|There is a chance you will come into money over the next few days, maybe through sheer good fortune or maybe because an investment has paid off at last. Whatever the reason don’t let anyone tell you that you do not deserve it – you do. |02-01-2015|pisces
1447|If you make an effort to help someone in need today it will make both them and you feel better. But why help one person when, by joining some kind of charitable or progressive movement, you could help thousands, or even millions?|02-02-2015|pisces
1448|You may be tempted to take some kind of risk today but as there is a full moon in the area of your chart that governs your wealth that may not be a good idea. Do you know all the facts? If not it could prove costly.|02-03-2015|pisces
1449|Try one or two things you would not normally attempt today. The results could be spectacular. Of course, the results could also be spectacularly disappointing but that is a risk worth taking and really not much of a risk at all.|02-04-2015|pisces
1450|You cannot be expected to make an unbiased decision about something where your own interests are at stake. Either do what is best for yourself or ask a neutral third party to adjudicate on what should be done. |02-05-2015|pisces
1451|Under no circumstances commit yourself to anything of a business or financial nature today. If others try to pressure you into signing on the dotted line that is a sure sign you should wait. There’s no rush, at least not for you. |02-06-2015|pisces
1452|With Venus moving through one of the most open and outgoing areas of your chart this weekend you must not limit yourself to your home or your office. Get out into the world. Discover new places and meet new people.|02-07-2015|pisces
1453|Don’t be afraid to try something new this week. If you take an original approach to a familiar problem you will be amazed how quickly you find a solution. That applies especially to money and business matters. You could make a fortune. |02-08-2015|pisces
1454|Try not to let worries and fears get the better of you today. Cosmic activity in one of the more sensitive areas of your chart means you must consciously and continually strive to stay cheerful. Go on, give it a try – it’s really not that hard. |02-09-2015|pisces
1455|No matter what negative things may happen today or tomorrow you must laugh at them long and loud. This is one of those days when, if you look on the dark side, you will only make matters worse. Think yourself happy.|02-10-2015|pisces
1456|Now that Mercury, planet of the mind, is moving in your favor again you won’t have much trouble working out what needs to be done. The most pressing thing, of course, is to get your financial affairs in some sort of order.|02-11-2015|pisces
1457|If a friend or colleague tries to take liberties with your kindly nature today you must let them know it isn’t going to happen. That applies to all areas of your life but especially to your career. Don’t do other people’s work as well as your own. |02-12-2015|pisces
1458|Don’t give up on something just because it does not seem to be working out the way you intended. That applies doubly if you have spent a lot of money on it. Give it time and you will eventually see a return on your investment.|02-13-2015|pisces
1459|Don’t attach too much importance to material things over the next 48 hours or you could get rather emotional when something you value is taken away from you. Real security depends not on what you possess but on your inner strength.|02-14-2015|pisces
1460|Travel and social activities will be top of your agenda this week, so don’t tie yourself down to anything that could stop you getting out and about. Your mind will also be open to new ideas, some of them a bit outrageous! |02-15-2015|pisces
1461|What happens today and tomorrow could be rather challenging. People you deal with on a one-to-one basis will try to impose their will on you and the only way to stop them is to stand up for yourself. They will admire your courage. |02-16-2015|pisces
1462|Ignore your critics and get on with what you know you should be doing. The only mistake you made was letting them know what you were planning. Next time keep it to yourself. You can live without their feedback. |02-17-2015|pisces
1463|Do you keep quiet about an issue you have strong opinions about, just so you can keep things calm and not hurt other people’s feelings? No you do not. Speak up and let the world know what you believe. You don’t have to play nice. |02-18-2015|pisces
1464|The planets suggest you will say something shocking today, just for the fun of it. It may be amusing to you but others won’t be so happy about it and your reputation could suffer as a result. Seriously, does it need to be said?|02-19-2015|pisces
1465|You could easily lose patience with someone on the work front today, but if you are smart you will hold back from saying anything too negative. They could make things tough for you later if they decide they don’t like your attitude.|02-20-2015|pisces
1466|Try to remember that you are negotiating from a position of strength and that others will have to make concessions to you – not the other way round. Sometimes you can be far too soft for your own good. Strike a hard bargain. |02-21-2015|pisces
1467|You can work alone during the early part of the week if you want to but later on you must join forces with those who share your aims and ambitions. If you feel restless then by all means go off and do something completely different. |02-22-2015|pisces
1468|If someone you live or work with needs assistance today, and according to the planets they most likely will, you will go out of your way to help them. But let them know you cannot possibly ride to the rescue each and every time.|02-23-2015|pisces
1469|You won’t be in one of your more sociable moods today but that’s okay because you need time to yourself to plan your next move. Don’t let practical considerations make you give up on a long-term ambition. It CAN be done if you desire it enough|02-24-2015|pisces
1470|You want to be on the move today. Most of all you want to get away from your usual environment and do something different. But don’t make it anything too energetic – if you can’t do it sitting down it’s most likely not for you! |02-25-2015|pisces
1471|No matter how annoyed you may be with a particular person your sixth sense should be telling you this is not the time to put your feelings into words. Bide your time and hit back only when you have more evidence to make your case.|02-26-2015|pisces
1472|No one is perfect, not even a Cancer, and if you accept that fact you won’t waste valuable time worrying that you failed to live up to expectations. The only reason you feel down is because you judge yourself too harshly.|02-27-2015|pisces
1473|Push ahead with your plans and show employers and other important people that you must be taken seriously. Work for yourself this weekend rather than for other people. Everything you do must be geared towards your own long-term ambitions.|02-28-2015|pisces
1474|You have energy and enthusiasm to spare and that’s good because someone you work or do business with will need your help over the next few days. If you assist them now you will be in their good books for a long time to come. |03-01-2015|pisces
1475|Something you value will go out of your life today and, of course, you will be a little sad. But you know that you need to make room for the even better things that will be coming your way very soon. This is no time for sentiment. |03-02-2015|pisces
1476|If anyone tries to push you around or force you in a direction you don’t want to go they will soon learn the error of their ways. You are in no mood to take nonsense from anyone and if others can’t read the warning signals, well, watch out!|03-03-2015|pisces
1477|Make an effort to get out and about and meet as wide a range of people as possible. You may not like everyone you encounter but each and every one of them will have something worth hearing, something you can turn to your advantage.|03-04-2015|pisces
1478|Don’t waste precious time and energy on petty arguments today because you should be channeling everything you have got in productive directions. What you do over the next few days will set the scene for the next few months – so make it big.|03-05-2015|pisces
1479|Do you follow your instincts or do you follow your friends? That is the question you must answer today and it must be one thing or the other. First, of course, you need to decide what means the most to you: ambition or popularity.|03-06-2015|pisces
1480|It seems you are having second thoughts about an opinion you once took for granted, and that’s good because this is the right time of year to ask questions of the “what’s it all about” variety. Who knows, you may even find the answer.|03-07-2015|pisces
1481|Cosmic activity in the career area of your chart means you will be thinking seriously about what you do for a living over the next few days. Could it be time for a change of direction? Yes, it could, so go all the way.|03-08-2015|pisces
1482|One of the most challenging times of the year will begin when the Sun changes signs on the 20th but between now and then there are plenty of things you can do to make life easier for yourself. For a start, stop worrying about your career. |03-09-2015|pisces
1483|With Mars and Jupiter perfectly aligned today success is a foregone conclusion. No matter how many times you have failed or been rebuffed in the past you will get what you want now – and the more you want the more you will get.|03-10-2015|pisces
1484|Your mind is a powerful tool and if you think positive thoughts today and for the rest of the week there is no doubt that positive things will occur. No matter what happens in the world around you strive to rise above it with a smile.|03-11-2015|pisces
1485|It appears you have finally realized that you have been wasting a lot of time and a lot of energy on something that is not worth the effort. That something will fade in importance over the next few days. Soon you will have forgotten it ever existed.|03-12-2015|pisces
1486|You have some very strong opinions about certain issues and what happens today will confirm that they are spot on. But don’t use that as an excuse not to look at new ideas, because life never stands still and neither should you. |03-13-2015|pisces
1487|You can, if you wish, put off finishing a project that is beginning to bore you, but deep down you know you should press on and complete it. You have come so far and done so much – don’t waste all that time and effort now.|03-14-2015|pisces
1488|There may be times over the next few days when it seems you have bitten off more than you can chew and you consider backing away from certain commitments. Get over that idea straight away A promise is a promise – don’t let others down.|03-15-2015|pisces
1489|It is quite possible you could come into money this week but it is also possible that you will lose money. Jupiter, planet of luck but also extravagance, warns you need to stay on top of the wasteful side of your nature. |03-16-2015|pisces
1490|You will have no trouble asserting yourself today but with Venus, planet of harmony, moving into the friendship area of your chart why bother being assertive when you can charm your way to success? Everyone wants to be on your side.|03-17-2015|pisces
1491|Decide what your number one priority is going to be and stick to it come what may. The planets warn you could easily find yourself talked into doing things today that don’t do you any favors at all, so be tough with yourself.|03-18-2015|pisces
1492|There is no need to go to extremes today, even though certain individuals may be urging you to do just that. In all areas of your life, but especially where business and finances are concerned, you must avoid excessive behavior. |03-19-2015|pisces
1493|The Sun moves into the area of your chart that governs your social and professional status today. What it means is that over the next few weeks you will get many opportunities to better yourself – and you must not be slow in taking them.|03-20-2015|pisces
1494|This is an important weekend for you and by the end of it you will have made some serious decisions concerning your career or vocation. But it does not have to be about serious things completely – you’re allowed to have fun as well. |03-21-2015|pisces
1495|The bigger the problem the more you like it as it gives you a chance to show your brainpower. In fact it is quite likely that you will spend a large part of the day solving other people’s dilemmas for them. You will certainly be in demand. |03-22-2015|pisces
1496|Try not to be too aggressive today, even if you think it is justified. That applies to all areas of your life but especially to money-related matters. In a nutshell: don’t upset people whose support you may need in the near future. |03-23-2015|pisces
1497|You can no longer rely on other people to come to your rescue if you go too far. The only reason you got away with so much recently is because others were there to catch you when you fell. Now the safety net has gone.|03-24-2015|pisces
1498|As Saturn links with the Sun today your natural caution will work in your favor, especially on the work front. While others are bigging it up and throwing their money around you will be quietly making plans to secure your own position.|03-25-2015|pisces
1499|This is a good day to chat with friends and plan social outings of one sort or another. But don’t take up too many invitations between now and the weekend – you won’t be popular if you have to cancel some of them.|03-26-2015|pisces
1500|Don’t let those who say you are behaving in an illogical manner persuade you to change your ways. What you are doing may look silly to them but from your point of view it makes sense – and it is your point of view that matters.|03-27-2015|pisces
1501|As Jupiter is moving retrograde in the financial area of your chart you should cut back on luxuries and make sure you get value for money in everything you buy. Your luck will turn later but for now every cent must be made to count.|03-28-2015|pisces
